ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working hours,TRANSLATE,CONVERT,REDONDEAR
3,4,3,3,4,3,3,3,2,2,4,3,3,3,3,3,2,1979,2,3,2,1,3,50,50,50,50
2,2,2,3,2,2,1,3,3,2,4,3,3,2,3,2,2,1981,2,3,13,2,2,45,45,45,45
4,4,4,1,4,4,2,2,2,3,4,2,4,3,3,4,2,1973,2,14,2,1,4,39,39,39,39
3,3,3,2,2,1,1,4,3,3,4,3,3,3,3,4,2,1975,1,1,15,3,3,60,60,60,60
3,2,3,2,3,2,2,2,2,1,5,5,5,5,5,5,2,1984,2,1,10,2,2,,#VALUE!,#VALUE!,0
4,3,3,2,3,2,3,2,2,1,4,4,4,3,4,3,2,1980,2,1,7,4,3,50,50,50,50
3,3,2,1,4,2,2,1,1,1,4,2,4,4,4,2,2,1986,2,1,2,3,2,40,40,40,40
3,3,2,3,3,2,2,3,2,2,3,2,2,1,3,2,1,1980,2,3,13,2,2,43,43,43,43
4,4,4,3,3,1,1,3,2,2,5,4,4,3,4,3,2,1967,1,1,10,2,1,50,50,50,50
3,3,3,2,1,2,1,2,2,1,5,3,2,2,3,1,2,1982,2,2,15,2,3,65,65,65,65
2,3,2,2,4,3,3,1,2,1,4,4,2,2,3,2,1,1986,2,1,1,2,3,50,50,50,50
3,3,3,4,1,1,1,3,4,3,3,3,2,2,2,2,2,1982,2,1,13,4,1,37,37,37,37
3,3,4,2,2,2,1,2,4,2,4,4,3,3,4,3,2,1986,2,1,15,4,2,60,60,60,60
4,4,2,2,4,2,2,1,1,1,4,3,4,4,4,3,2,1980,2,1,2,4,1,30,30,30,30
3,2,2,3,3,1,1,3,3,3,3,2,2,1,1,2,1,1980,2,1,2,2,2,25,25,25,25
3,3,4,1,3,2,2,1,2,1,4,4,3,2,3,3,2,1983,2,1,9,2,2,60,60,60,60
2,2,2,3,3,1,3,2,2,3,3,3,2,2,2,2,2,1974,2,9,13,2,3,43,43,43,43
4,4,4,3,1,4,1,3,3,3,4,4,4,5,4,3,2,1969,1,1,1,3,4,57,57,57,57
2,2,1,1,4,3,3,1,1,3,4,4,3,2,3,4,2,1974,2,3,7,3,3,45,45,45,45
3,3,3,4,2,1,1,3,4,3,3,3,3,2,3,2,2,1984,1,2,9,1,5,25,25,25,25
2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,1986,2,11,9,1,3,50,50,50,50
3,2,2,3,3,3,1,3,3,2,4,3,2,2,3,2,2,1988,2,11,9,1,1,41,41,41,41
4,4,4,1,4,4,2,1,2,2,4,3,3,3,3,3,2,1985,2,14,2,3,3,60,60,60,60
4,4,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,,1,1,2,9,3,,#VALUE!,#VALUE!,0
3,2,4,3,1,2,1,3,2,2,4,4,4,3,3,2,2,1979,2,2,2,4,4,80,80,80,80
4,2,3,2,4,2,1,2,2,2,3,4,2,1,2,1,1,1981,2,3,4,1,3,50,50,50,50
3,3,2,1,3,2,2,1,2,1,5,4,4,5,5,4,2,1983,2,1,2,4,2,55-65,55-65,65,65
2,2,2,3,2,2,2,3,3,3,4,3,4,4,3,3,2,1981,2,9,9,1,2,40,40,40,40
3,4,3,1,4,2,1,2,2,1,4,4,4,4,4,4,2,1984,2,1,2,2,2,72,72,72,72
3,3,2,2,2,2,2,1,3,1,3,2,4,2,2,2,2,1983,2,1,10,4,4,50,50,50,50
3,2,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,1990,2,2,10,4,2,54,54,54,54
3,3,2,1,4,3,3,2,2,1,4,4,4,4,4,4,2,1982,2,1,9,4,2,50,50,50,50
4,4,4,2,4,2,1,3,4,3,5,5,3,4,4,1,2,1979,2,1,10,4,3,51,51,51,51
3,4,2,3,4,3,3,4,2,1,4,4,4,4,4,4,2,1981,2,1,4,4,3,35,35,35,35
3,3,2,4,2,2,1,4,4,4,3,3,3,4,3,2,1,1954,1,1,2,2,6,40-50,40-50,50,50
3,3,3,1,4,3,2,2,2,1,4,3,4,3,3,3,2,1978,2,1,4,3,2,48,48,48,48
4,4,4,3,2,3,1,3,2,3,4,4,4,2,2,2,2,1981,3,1,10,4,4,52,52,52,52
2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,1982,1,2,15,2,3,50,50,50,50
3,4,4,4,4,2,1,3,3,3,4,4,4,3,3,3,1,1965,2,9,13,4,5,50,50,50,50
3,3,4,3,2,2,1,2,2,1,3,2,2,1,2,1,2,1981,2,12,15,4,2,40,40,40,40
2,2,1,1,4,1,2,1,1,1,3,4,3,2,2,2,2,1986,2,1,7,2,3,53,53,53,53
3,4,2,3,2,2,1,3,3,2,3,4,3,3,2,3,2,1963,2,2,15,1,4,50,50,50,50
4,3,3,2,3,4,4,1,1,1,3,4,4,3,4,4,2,1990,2,11,13,4,1,30,30,30,30
3,3,2,2,3,2,2,1,2,2,4,4,3,2,2,2,2,1977,3,1,15,1,2,20,20,20,20
2,3,3,3,2,2,2,3,3,2,3,2,3,2,2,1,2,1968,1,1,4,1,2,30,30,30,30
4,4,4,4,3,2,1,4,3,1,4,3,2,2,2,1,2,1975,2,1,10,3,2,30,30,30,30
3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,1,1953,1,1,10,2,5,70,70,70,70
2,2,3,3,2,2,1,3,4,2,3,3,1,1,1,1,2,1987,2,3,9,4,2,50,50,50,50
3,2,2,3,1,1,1,4,4,4,2,2,1,1,2,1,1,1954,1,1,2,1,6,60,60,60,60
3,4,4,2,2,3,3,1,2,1,4,4,5,5,4,4,2,1981,2,3,8,1,2,65,65,65,65
3,2,3,1,2,2,1,2,2,1,4,4,3,3,4,4,2,1984,2,1,15,3,2,40,40,40,40
3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,3,1,1959,1,3,15,1,4,60,60,60,60
2,2,2,3,3,2,2,1,2,3,3,2,2,1,2,4,1,1963,1,1,15,2,2,30,30,30,30
3,3,2,3,2,2,1,3,3,2,4,4,3,2,4,4,2,1987,2,1,1,4,2,50,50,50,50
2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,2,1980,1,3,15,1,1,40,40,40,40
3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,3,2,1983,1,2,2,4,2,45,45,45,45
4,4,4,1,4,3,2,1,2,1,4,4,4,4,4,3,2,1981,2,1,13,4,3,60,60,60,60
2,2,1,4,3,1,2,3,2,3,4,3,4,3,3,2,2,1980,2,1,10,3,2,24,24,24,24
4,4,4,3,3,1,1,3,3,3,4,4,4,4,4,4,2,1974,1,1,13,4,4,60,60,60,60
3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,2,2,1974,1,3,4,2,6,60,60,60,60
3,2,3,3,2,1,1,3,3,3,3,3,3,3,3,3,2,1957,1,1,10,2,1,20,20,20,20
4,4,4,2,3,3,2,1,1,1,4,4,4,4,4,4,2,1981,2,9,13,4,3,60,60,60,60
4,4,2,1,4,4,3,1,1,1,4,4,4,4,4,4,2,1975,2,3,2,1,2,40,40,40,40
2,1,2,3,2,2,1,3,3,3,2,2,3,1,2,2,1,1946,1,1,2,9,9,,#VALUE!,#VALUE!,0
3,2,1,3,3,2,1,3,3,1,5,4,3,3,4,3,2,1989,2,1,15,4,2,38,38,38,38
3,3,3,3,1,2,1,2,3,1,4,4,4,3,3,3,2,1984,1,2,13,2,2,65,65,65,65
3,4,3,3,2,1,1,3,3,2,4,3,4,4,4,4,2,1992,2,1,1,3,3,46,46,46,46
4,4,3,1,4,3,3,1,2,2,5,4,5,4,4,4,1,1994,2,13,2,4,1,50,50,50,50
4,2,4,3,3,3,1,2,1,1,4,4,2,4,3,2,2,1980,2,1,1,2,3,60,60,60,60
2,1,2,3,1,1,1,3,3,2,3,2,1,1,1,2,2,1988,2,11,2,4,2,25,25,25,25
4,4,3,2,2,2,1,2,3,2,4,4,2,2,3,1,1,1990,1,3,9,2,1,90,90,90,90
2,1,1,1,3,2,3,2,2,1,4,2,1,2,2,2,2,1989,2,11,2,4,2,40,40,40,40
3,3,3,4,3,1,1,3,3,1,3,3,2,2,2,2,1,1963,1,1,2,3,6,50,50,50,50
3,2,2,2,3,2,1,2,3,3,4,4,3,2,3,2,2,1986,2,3,1,1,2,48,48,48,48
3,3,4,3,4,4,2,2,1,1,3,2,3,2,3,2,2,1961,1,1,1,2,4,50,50,50,50
2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,1,2,1971,1,1,1,1,1,45,45,45,45
3,3,3,3,2,2,2,3,2,3,2,2,1,1,1,1,1,1974,1,3,1,1,3,65,65,65,65
3,2,2,3,3,2,2,3,3,3,4,3,3,3,3,3,2,1984,2,14,2,4,2,32,32,32,32
2,3,2,3,2,1,2,3,3,3,3,2,2,2,2,1,2,1986,2,8,4,4,3,50,50,50,50
3,2,3,4,1,2,2,3,3,3,3,3,3,2,2,2,2,1955,1,13,15,4,5,60,60,60,60
3,4,3,2,3,3,2,2,2,2,4,3,3,2,2,3,2,1965,2,9,2,2,1,50,50,50,50
3,3,2,2,4,2,3,2,2,2,4,3,3,3,2,2,2,1981,2,1,2,3,2,45,45,45,45
3,2,3,2,3,2,1,1,3,1,4,4,4,4,4,4,2,1982,2,1,1,2,3,50,50,50,50
3,3,3,2,4,4,3,1,1,1,5,5,5,5,5,4,2,1979,4,1,15,1,2,25,25,25,25
2,2,2,4,4,1,1,3,3,2,2,2,1,1,1,1,1,1956,1,2,4,2,4,50,50,50,50
4,3,3,3,3,2,1,2,2,2,5,4,4,3,4,2,2,1978,2,1,10,1,3,44,44,44,44
3,2,3,3,3,2,2,3,3,3,4,3,2,1,3,3,2,1982,9,15,3,2,3,40,40,40,40
4,4,4,3,2,2,1,3,3,3,4,4,4,3,4,2,1,1960,1,1,10,4,6,55,55,55,55
3,4,3,1,3,3,3,1,2,1,4,2,1,2,3,2,2,1963,1,3,9,1,3,84,84,84,84
3,3,3,3,3,2,1,3,2,2,4,3,3,3,4,3,2,1986,2,2,9,2,3,56,56,56,56
4,4,2,3,2,2,1,3,3,2,4,4,4,3,3,2,1,1982,1,2,2,2,6,60,60,60,60
3,3,3,1,3,3,2,1,2,1,5,4,4,4,4,4,2,1989,2,1,1,3,1,25,25,25,25
2,1,3,3,1,1,1,4,4,4,3,3,3,2,3,1,2,1977,1,1,11,2,5,45,45,45,45
2,2,1,2,1,2,2,2,3,2,3,2,3,2,4,2,1,1949,1,1,13,1,3,15,15,15,15
4,3,3,3,4,3,3,3,1,1,3,4,4,4,4,4,2,1980,2,1,15,1,2,38,38,38,38
3,4,3,2,2,2,2,1,2,1,4,3,2,2,3,2,2,1991,2,11,9,4,2,60,60,60,60
3,2,2,3,3,3,2,2,2,1,5,3,3,4,4,3,2,1990,2,1,9,1,1,29,29,29,29
3,2,3,3,2,3,2,3,3,1,4,2,2,1,2,1,2,1990,2,1,10,4,2,50,50,50,50
3,4,4,3,2,2,2,3,3,3,4,4,4,3,4,3,2,1983,2,1,2,3,3,60,60,60,60
2,3,3,3,2,2,1,2,3,2,4,3,4,4,5,3,2,1988,2,1,11,2,2,60,60,60,60
3,3,2,2,2,1,1,3,3,2,3,3,3,2,2,2,2,1973,1,1,4,2,4,ca. 40 bis 45,approximately 40 to 45,45,45
3,3,3,1,4,3,2,2,2,3,4,4,4,4,4,4,2,1973,2,9,13,1,3,45,45,45,45
2,2,3,4,1,1,1,4,4,4,2,2,2,2,2,3,2,1961,1,1,15,1,1,35,35,35,35
3,3,4,2,2,3,2,2,3,1,4,3,4,2,4,1,2,1977,1,3,9,3,1,50,50,50,50
4,4,4,2,3,3,2,1,2,1,4,4,5,4,4,3,2,1979,2,1,9,4,4,44,44,44,44
4,3,3,3,2,2,1,3,3,2,3,3,3,2,2,3,2,1984,2,1,12,3,2,50,50,50,50
3,3,3,3,3,2,1,3,2,1,4,4,4,4,4,4,2,1983,2,2,2,1,4,60,60,60,60
3,3,3,2,3,3,3,2,3,1,4,4,4,3,4,3,2,1985,5,1,13,1,1,32,32,32,32
4,4,2,2,3,3,2,2,2,2,4,5,5,4,4,4,2,1974,1,1,2,2,3,60-70,60-70,70,70
3,3,3,3,2,2,2,3,2,2,4,4,4,3,4,3,2,1973,1,1,9,4,1,60,60,60,60
3,4,4,3,3,3,1,2,2,2,4,4,3,2,2,1,2,1981,2,9,2,1,2,48,48,48,48
2,2,2,2,2,2,1,2,3,2,4,3,3,2,3,2,2,1972,1,3,7,1,5,0,0,0,0
4,3,3,3,3,3,3,2,1,1,3,3,4,2,3,2,2,1956,1,1,2,4,3,25,25,25,25
2,2,3,3,2,2,2,3,3,3,2,3,3,1,1,2,1,1977,1,3,2,1,6,60,60,60,60
3,3,3,1,4,2,2,1,1,1,4,4,4,3,3,2,2,1980,2,3,15,1,4,70,70,70,70
4,3,4,2,4,3,2,2,2,1,4,4,4,4,4,4,2,1982,2,1,2,3,2,32,32,32,32
2,2,2,3,2,2,2,3,3,3,2,2,1,1,1,2,1,1939,7,9,4,1,2,0,0,0,0
3,2,2,3,2,2,2,3,3,3,2,2,2,3,3,2,2,1983,3,1,8,2,2,ca 40,approximately 40,40,40
3,2,2,3,1,1,1,3,4,4,4,4,3,3,3,3,2,1968,1,1,2,4,4,41,41,41,41
1,2,1,3,3,2,2,3,2,2,3,2,2,2,2,2,2,1954,1,1,2,1,1,8,8,8,8
3,3,1,3,4,1,1,3,2,1,5,3,3,2,4,2,2,1987,2,11,9,4,1,15,15,15,15
2,2,2,3,2,2,2,3,3,3,2,2,1,1,1,1,2,1990,2,6,8,3,2,40,40,40,40
3,2,3,3,2,1,1,3,3,2,4,3,2,2,1,2,2,1982,1,1,4,1,2,38,38,38,38
3,3,3,1,4,3,4,4,4,1,5,4,4,4,4,3,2,1974,2,3,2,1,3,55,55,55,55
4,3,4,2,4,4,1,1,1,1,4,4,4,4,4,4,2,1965,2,3,9,1,3,80,80,80,80
3,3,3,1,3,3,2,1,1,1,4,4,4,4,4,4,2,1972,1,1,2,1,2,25,25,25,25
4,3,4,1,4,3,2,1,1,2,4,3,4,3,4,3,2,1985,2,3,10,1,3,55,55,55,55
4,4,4,3,2,2,1,3,3,3,5,4,3,4,4,3,2,1971,2,7,2,2,4,60,60,60,60
4,3,4,2,3,3,2,1,1,3,5,5,4,4,4,4,2,1962,2,1,11,3,2,20 bis 25,20 to 25,25,25
4,3,3,1,3,2,1,1,2,1,5,5,2,3,5,2,2,1983,2,1,10,4,2,65,65,65,65
4,4,4,2,3,3,4,1,1,1,4,4,3,4,4,3,2,1985,2,9,9,4,2,60,60,60,60
3,2,3,2,4,4,4,1,1,1,5,4,4,3,4,3,1,1966,1,13,9,1,1,70,70,70,70
3,3,3,3,4,3,1,2,2,1,3,3,2,1,3,2,2,1985,2,1,2,4,2,50,50,50,50
2,2,2,2,3,2,2,2,2,2,3,4,4,3,3,3,2,1972,1,1,15,1,1,25,25,25,25
3,2,3,3,2,2,1,2,3,2,3,3,2,3,3,2,1,1963,1,2,15,1,5,70,70,70,70
3,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,2,1978,2,3,2,1,4,30,30,30,30
3,3,3,3,3,2,2,2,3,2,4,4,4,4,4,3,2,1984,2,2,10,1,2,50-60,50-60,60,60
3,3,3,3,3,4,3,2,3,2,5,5,3,4,4,3,2,1986,9,11,1,4,2,45,45,45,45
3,2,2,3,3,3,4,3,1,3,4,4,4,3,4,4,2,,2,6,13,4,2,45,45,45,45
2,2,2,3,3,2,2,3,3,2,4,3,3,2,3,1,2,1974,2,1,15,1,2,20,20,20,20
3,3,4,3,2,2,1,2,3,2,3,3,4,4,3,3,2,1976,1,2,2,1,4,55,55,55,55
3,3,3,3,3,2,2,2,3,3,4,4,4,3,3,2,2,1965,2,9,6,1,4,40,40,40,40
2,3,3,3,4,2,2,3,2,3,3,2,3,3,2,2,2,1986,2,11,1,1,3,39,39,39,39
2,2,2,2,4,3,3,2,2,3,3,2,3,3,3,2,1,1983,2,8,2,4,2,20,20,20,20
3,2,3,2,3,3,2,3,4,3,4,3,3,2,3,3,2,1971,9,3,15,1,2,20,20,20,20
4,4,3,2,3,4,2,2,3,1,4,4,3,4,4,3,2,1987,2,1,3,4,2,55,55,55,55
4,4,4,1,4,3,1,4,4,2,4,4,5,4,5,3,1,1973,1,1,2,3,5,60,60,60,60
3,3,3,1,3,2,2,2,3,3,4,4,4,3,4,2,2,1973,1,2,15,1,6,80,80,80,80
3,2,3,4,2,1,1,3,4,3,2,2,2,1,1,1,1,1953,9,13,4,1,6,50,50,50,50
3,3,3,2,3,3,2,3,3,1,4,3,4,3,3,3,2,1989,2,3,2,3,2,50,50,50,50
4,4,4,2,4,2,2,2,2,1,4,4,4,4,4,4,2,1982,2,2,7,1,3,72,72,72,72
3,3,3,3,2,1,1,3,3,2,4,4,4,1,2,1,2,1972,1,1,2,1,5,60,60,60,60
4,2,4,1,4,3,2,1,1,1,4,4,4,4,4,4,2,1990,2,1,2,3,2,53,53,53,53
3,4,3,3,4,4,4,2,2,1,4,4,4,3,2,3,1,1964,1,3,15,1,1,60,60,60,60
3,3,2,3,3,2,2,2,2,2,4,3,4,4,4,2,2,1970,2,1,13,2,2,25-30,25-30,30,30
2,2,2,2,3,3,2,2,2,1,3,2,3,2,2,3,2,1982,2,7,1,2,2,32,32,32,32
3,3,4,1,2,1,2,2,3,2,3,4,2,3,3,1,2,1985,4,3,2,3,2,35,35,35,35
2,2,2,2,2,4,3,2,1,3,4,4,3,2,3,5,2,1988,2,14,4,4,3,45,45,45,45
3,4,4,1,4,4,3,1,1,1,5,5,5,5,5,5,2,1961,2,3,2,1,2,70,70,70,70
3,3,3,3,3,3,1,2,3,2,4,4,4,4,4,4,2,1960,1,1,11,2,3,60,60,60,60
3,4,2,2,3,2,2,2,2,3,4,4,4,4,4,3,1,1969,2,3,2,1,3,40,40,40,40
3,2,3,2,3,2,1,2,3,1,3,2,3,3,2,2,2,1973,2,1,15,2,1,20,20,20,20
4,3,3,2,4,4,3,2,2,1,4,5,4,5,4,4,2,1968,1,3,7,2,2,80,80,80,80
3,3,3,3,3,2,1,3,2,3,3,2,2,1,2,2,2,1988,2,1,13,1,2,36,36,36,36
3,3,2,3,2,2,2,2,3,3,4,4,3,4,4,3,2,1962,2,8,15,3,4,42,42,42,42
3,2,3,3,3,2,1,2,4,2,4,3,3,2,2,2,2,1963,1,1,3,4,3,35,35,35,35
3,2,2,3,2,2,1,3,3,2,4,4,4,3,3,4,2,1975,2,2,15,1,4,50,50,50,50
4,4,3,3,3,3,1,3,3,1,4,4,4,4,4,4,2,1987,2,1,10,2,2,Ca. 60,Approximately 60,60,60
3,2,2,3,3,3,3,3,2,1,4,3,2,2,2,2,2,1989,2,11,9,4,1,40,40,40,40
3,3,2,3,4,2,2,2,3,2,3,3,3,3,4,2,2,1963,2,2,7,3,3,50,50,50,50
3,2,2,3,1,2,2,3,3,1,4,4,2,3,4,4,1,1989,2,13,9,4,1,60,60,60,60
2,3,2,1,4,2,2,2,2,2,4,4,4,4,4,4,2,1979,9,13,6,4,2,40,40,40,40
2,2,2,3,2,2,2,3,2,2,3,3,3,1,2,2,1,1980,9,2,2,4,2,60,60,60,60
3,3,3,4,3,2,2,3,3,3,4,4,4,4,4,3,2,1984,2,2,15,3,2,50,50,50,50
2,3,2,1,4,4,1,2,2,2,3,3,2,1,2,2,2,1978,3,3,2,1,4,46,46,46,46
4,4,3,1,3,3,3,1,1,1,5,4,5,4,4,4,2,1979,2,1,2,4,4,60,60,60,60
3,2,4,3,4,2,2,3,3,2,4,3,2,1,2,2,2,1982,1,1,15,1,2,30,30,30,30
3,3,3,2,3,3,3,2,2,2,4,3,4,4,4,4,2,1990,2,3,13,1,2,50,50,50,50
3,4,3,1,4,3,2,1,1,1,4,4,5,4,4,2,2,1965,1,1,1,2,3,42,42,42,42
4,3,2,3,2,2,2,2,2,2,4,3,2,1,2,2,2,1989,2,3,15,1,2,65,65,65,65
2,2,2,3,2,2,1,3,4,2,2,2,2,3,2,1,1,1958,1,1,2,1,1,50,50,50,50
4,4,4,2,3,3,3,2,2,1,5,5,5,5,5,5,1,1982,9,7,7,1,4,50,50,50,50
4,4,4,1,1,2,2,2,3,3,4,4,4,4,4,4,2,1967,1,1,2,1,4,44,44,44,44
3,3,3,4,3,2,1,4,3,3,3,3,2,2,1,1,2,1990,2,3,4,1,3,55,55,55,55
3,3,3,1,4,3,4,1,2,3,4,3,2,4,4,4,2,1977,2,9,14,1,3,50,50,50,50
4,4,4,3,4,2,1,3,1,1,3,2,4,3,5,2,2,1984,9,13,2,4,1,34,34,34,34
2,2,2,2,3,2,3,2,2,2,4,3,3,2,3,3,2,1978,4,1,2,1,1,20,20,20,20
3,4,4,1,3,3,1,1,1,3,4,4,4,4,4,4,1,,2,9,13,4,4,40,40,40,40
3,3,2,2,4,2,2,2,2,2,4,4,4,4,4,1,2,1968,2,1,2,1,3,ca. 40 - 50,approximately 40-50,50,50
3,3,4,3,3,3,2,3,2,3,3,3,2,2,2,1,2,1968,1,1,13,2,6,55,55,55,55
4,3,3,2,3,2,1,2,2,2,4,2,1,2,2,1,1,1980,2,1,2,1,3,50 -60,50-60,60,60
3,3,2,4,2,2,2,3,3,2,3,3,2,2,3,2,2,1988,2,2,2,4,2,80,80,80,80
3,3,3,3,2,1,1,3,3,3,3,3,2,2,2,2,1,1964,1,1,13,1,6,65,65,65,65
3,3,3,3,3,2,2,3,2,1,3,3,2,1,2,2,2,1963,1,1,3,4,4,45-50,45-50,50,50
4,3,3,1,1,1,1,2,4,3,4,4,4,2,3,3,2,1971,1,2,2,1,5,60,60,60,60
3,3,3,2,4,3,2,1,2,1,5,4,4,4,4,4,2,1967,1,1,2,4,3,35,35,35,35
3,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1972,1,1,2,4,4,59,59,59,59
3,1,2,3,4,2,1,3,2,3,3,3,1,1,1,2,2,1986,2,1,9,3,2,20,20,20,20
4,3,3,3,3,2,2,3,2,1,5,4,3,3,4,2,1,1987,2,1,15,4,2,45,45,45,45
3,3,2,4,3,3,3,3,2,2,3,4,3,2,3,3,2,1988,2,1,4,4,3,35,35,35,35
2,2,3,2,2,2,2,3,3,3,3,2,2,1,2,2,2,1987,2,2,1,4,3,40,40,40,40
3,3,3,3,2,2,1,3,3,4,2,3,2,2,2,2,2,1988,2,1,15,4,4,45,45,45,45
3,3,2,4,3,1,1,2,2,2,3,3,2,1,3,1,1,1988,2,2,2,3,1,35,35,35,35
2,2,1,3,2,3,1,3,3,2,3,2,1,1,2,1,2,1959,1,2,1,1,1,50,50,50,50
2,1,1,4,1,1,1,3,3,2,4,3,4,4,4,2,2,1990,2,1,8,3,2,40-45,40-45,45,45
2,3,4,3,1,1,1,3,4,4,3,4,3,2,2,1,1,1973,1,1,15,4,6,70,70,70,70
3,3,2,2,2,2,3,2,3,1,3,4,2,2,2,1,2,1958,1,5,15,2,4,50,50,50,50
3,3,3,2,3,3,1,2,3,2,4,3,4,3,4,3,2,1957,1,1,9,2,1,55,55,55,55
1,3,2,3,3,2,2,3,3,2,4,3,4,2,2,1,2,1967,1,1,15,1,2,50,50,50,50
3,2,4,3,3,3,1,3,4,1,3,2,3,3,3,2,2,1986,2,3,15,1,2,40-50,40-50,50,50
3,3,2,2,3,3,2,2,3,3,4,3,3,3,3,3,2,1964,2,1,13,4,3,40,40,40,40
3,3,3,2,3,2,1,2,3,2,4,2,3,2,3,1,2,1971,2,1,10,2,3,31,31,31,31
4,3,4,2,4,2,1,2,3,2,4,4,4,3,3,3,2,1962,2,1,9,9,4,50,50,50,50
4,3,3,4,3,3,1,3,3,2,3,2,3,1,3,2,2,1988,2,1,10,3,3,44,44,44,44
3,2,3,3,2,2,2,3,3,3,4,4,4,4,4,3,2,1988,2,1,9,2,4,60,60,60,60
4,2,3,2,3,2,2,2,2,1,3,4,4,1,1,1,2,1981,2,1,10,2,2,30,30,30,30
2,3,2,3,4,2,2,2,2,1,3,3,4,3,4,3,2,1989,2,1,6,2,2,40,40,40,40
4,2,3,3,3,2,1,2,1,2,4,4,4,4,4,3,2,1984,2,1,10,1,3,49,49,49,49
3,4,2,1,4,4,1,1,2,4,3,2,2,1,3,2,2,1983,2,1,15,3,4,45,45,45,45
2,4,2,3,3,2,1,3,3,1,2,1,2,1,1,1,2,1988,2,1,13,2,2,40,40,40,40
3,3,2,3,2,2,1,3,3,2,4,4,3,3,3,2,2,1963,1,1,4,1,4,50,50,50,50
3,2,2,3,3,3,1,2,3,2,4,4,4,3,4,2,2,1989,2,1,2,1,2,45,45,45,45
3,3,3,2,3,1,1,2,2,1,3,3,3,3,3,2,2,1979,2,1,10,3,3,41,41,41,41
4,4,3,2,4,4,1,2,1,1,4,4,4,4,4,4,2,1976,1,1,7,2,3,60,60,60,60
3,4,3,1,2,2,2,4,1,1,5,5,5,4,4,3,2,1977,1,1,2,1,2,60,60,60,60
3,2,2,4,3,2,1,3,2,1,3,3,3,1,2,1,2,1983,2,1,14,3,1,25,25,25,25
3,2,3,3,2,2,1,2,2,2,2,2,3,4,3,2,2,1983,2,1,1,2,3,40,40,40,40
4,2,2,2,4,1,1,1,4,3,4,4,4,3,4,3,2,1977,2,1,10,1,3,60,60,60,60
3,3,3,2,3,2,1,2,1,2,4,3,3,3,4,2,2,1985,2,1,2,4,3,60,60,60,60
2,2,2,2,4,3,2,2,2,1,4,4,5,4,4,4,2,1986,2,1,10,1,1,,#VALUE!,#VALUE!,0
3,3,3,3,3,2,3,3,2,3,3,3,3,1,2,1,2,1987,2,1,2,4,3,55,55,55,55
3,3,3,3,2,1,1,3,3,3,3,3,2,2,3,2,2,1965,2,1,2,3,5,50,50,50,50
2,3,2,3,3,2,4,3,2,4,4,4,5,4,4,3,2,1983,5,1,3,4,3,35,35,35,35
3,4,3,2,3,3,4,2,3,1,5,5,3,2,4,4,2,1979,1,1,1,1,2,50,50,50,50
3,4,4,2,4,2,2,2,2,2,4,4,4,2,3,4,2,1970,2,1,2,1,4,45,45,45,45
4,3,3,2,4,2,1,1,2,1,4,4,4,4,4,4,2,1984,2,1,2,1,2,70,70,70,70
3,2,2,3,2,1,1,3,2,3,3,2,2,1,1,2,2,1991,2,1,7,4,2,20,20,20,20
3,4,3,3,1,1,1,3,3,2,5,4,5,4,4,3,1,1957,1,1,15,2,1,60,60,60,60
3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,4,2,1979,2,1,11,3,3,50,50,50,50
3,3,3,3,3,3,2,3,3,1,3,4,4,3,4,3,1,1973,1,2,15,2,5,60,60,60,60
2,2,2,4,2,1,1,4,3,3,3,2,2,1,1,1,2,1988,2,1,15,1,2,40,40,40,40
3,2,2,2,3,2,1,2,2,2,4,4,4,2,3,2,2,1981,2,1,10,4,3,50,50,50,50
3,3,3,2,2,2,2,2,3,2,4,3,4,3,3,3,2,1976,1,1,9,3,3,65,65,65,65
3,3,3,3,3,1,2,3,3,2,4,3,3,2,2,2,2,1966,1,1,16,3,2,40,40,40,40
4,2,2,3,2,2,2,3,3,3,3,4,3,2,4,2,1,1962,1,1,13,1,6,80,80,80,80
2,2,2,3,3,2,2,3,3,2,4,3,4,2,3,3,2,1949,7,2,1,1,1,10,10,10,10
4,4,3,1,2,2,3,1,3,1,4,2,1,3,3,3,2,1987,2,2,3,4,2,60,60,60,60
3,4,4,1,2,3,2,1,3,3,4,4,4,4,4,4,2,1971,2,1,1,4,6,45,45,45,45
3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,2,1983,2,1,11,1,3,40 + ca. 10,40 + approx. 10,10,10
