ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
3,4,2,2,3,1,1,2,2,1,25,25,25,50,25,50,2,1977.0,2,1,11,3,3,80,49.0,33.3,0
3,3,2,3,4,3,2,3,3,2,50,50,75,75,75,75,2,1977.0,2,1,14,4,1,14,49.0,66.7,1
2,3,3,4,3,2,2,3,3,1,50,50,75,75,75,100,1,1987.0,2,2,2,2,1,35,39.0,70.8,1
3,3,3,3,2,3,3,3,2,2,25,25,50,50,50,75,1,1959.0,1,4,10,2,6,70,67.0,45.8,0
4,4,3,4,3,1,1,3,3,2,25,50,50,75,75,50,2,1975.0,2,1,9,4,3,40,51.0,54.2,1
3,3,4,3,1,2,1,4,4,4,25,25,25,25,25,50,2,1965.0,1,1,7,3,6,70,61.0,29.2,0
3,2,3,3,3,2,2,3,3,3,50,50,75,75,50,100,2,1956.0,2,1,4,3,4,45,70.0,66.7,1
3,2,4,2,3,2,2,2,3,2,50,75,50,75,75,50,2,1982.0,1,1,13,2,2,32,44.0,62.5,1
2,3,2,4,1,1,1,4,4,4,50,75,25,50,50,50,2,1991.0,2,1,10,4,1,40,35.0,50.0,1
2,3,1,2,3,3,2,2,2,1,75,75,25,50,100,100,2,1983.0,2,1,15,2,2,59,43.0,70.8,1
3,3,2,2,2,2,2,3,3,3,50,75,75,100,50,50,2,1975.0,2,1,10,4,1,15,51.0,66.7,1
3,2,3,3,2,3,4,2,2,1,25,25,25,75,50,25,2,1981.0,2,1,2,3,3,60,45.0,37.5,0
4,3,3,3,2,1,1,3,3,3,25,25,50,75,50,100,2,1965.0,1,1,9,1,1,70,61.0,54.2,1
2,1,2,1,3,2,3,1,2,1,25,25,25,25,25,50,2,1988.0,5,1,9,4,1,35,38.0,29.2,0
3,3,2,4,4,1,1,3,1,2,50,75,50,50,50,100,2,1963.0,2,1,9,4,2,40,63.0,62.5,1
3,2,2,2,4,2,1,2,2,2,25,25,25,25,50,50,2,1986.0,2,2,1,1,2,51,40.0,33.3,0
2,2,2,1,4,3,2,1,2,1,25,25,25,50,25,25,2,1984.0,2,2,9,4,2,70,42.0,29.2,0
3,3,2,3,3,2,1,3,3,3,50,50,75,75,75,75,2,1981.0,2,1,10,3,3,55,45.0,66.7,1
3,2,3,3,2,2,1,2,3,3,50,50,50,75,75,75,1,1960.0,1,1,2,1,5,70,66.0,62.5,1
2,3,2,1,4,1,2,1,1,2,25,25,50,75,50,100,2,1977.0,1,1,2,1,2,55,49.0,54.2,1
4,4,4,2,3,2,1,1,1,1,25,25,25,25,25,50,2,1977.0,2,1,7,3,2,60,49.0,29.2,0
4,3,3,3,2,1,1,4,3,1,50,50,25,75,50,100,2,1984.0,2,2,15,1,2,30,42.0,58.3,1
3,4,4,2,2,2,2,2,3,2,25,25,25,50,50,50,2,1968.0,2,1,2,4,3,50,58.0,37.5,0
2,2,2,2,3,1,1,2,1,3,25,25,25,50,25,50,2,1986.0,2,1,9,4,3,43,40.0,33.3,0
4,4,2,2,3,2,2,3,2,2,50,75,75,50,50,50,2,1977.0,9,1,13,4,1,35,49.0,58.3,1
3,3,3,3,3,2,2,3,2,3,25,25,25,50,25,25,2,1981.0,2,1,4,3,3,35,45.0,29.2,0
4,3,3,3,3,3,1,3,3,3,25,25,50,25,25,25,1,1960.0,1,1,15,1,6,65,66.0,29.2,0
4,3,3,2,3,2,2,2,3,4,50,50,50,50,50,75,2,1972.0,2,1,9,4,6,45,54.0,54.2,1
3,2,3,3,3,1,1,2,2,2,25,50,25,25,25,75,2,1966.0,2,2,10,2,5,60,60.0,37.5,0
3,3,3,3,3,2,1,3,3,3,50,75,50,100,50,75,2,1977.0,2,1,2,1,4,45,49.0,66.7,1
3,3,3,1,4,2,2,2,1,3,25,50,25,75,50,75,2,1955.0,2,2,1,2,5,42,71.0,50.0,1
3,2,2,3,4,2,1,3,2,2,25,75,25,100,75,50,1,1975.0,2,1,2,1,5,42,51.0,58.3,1
4,4,4,3,2,3,1,2,2,2,25,25,25,50,50,50,1,1970.0,2,1,2,4,5,50,56.0,37.5,0
4,4,4,2,3,2,2,3,3,3,50,50,50,50,50,50,2,1972.0,2,1,2,1,4,42,54.0,50.0,1
3,4,4,4,4,4,2,4,2,1,25,25,25,50,25,25,1,1970.0,2,1,1,2,5,46,56.0,29.2,0
3,3,3,3,2,3,1,3,3,3,50,75,50,50,50,75,2,1971.0,2,1,2,3,4,44,55.0,58.3,1
4,4,4,1,4,4,2,1,1,1,25,25,25,25,25,50,2,1988.0,2,1,2,1,3,45,38.0,29.2,0
3,3,2,3,4,3,2,3,2,2,50,75,100,100,75,75,1,1972.0,2,1,1,3,5,41,54.0,79.2,1
3,2,3,4,3,1,1,3,3,3,25,50,75,100,50,75,1,1951.0,2,1,2,4,6,55,75.0,62.5,1
4,3,3,3,3,2,1,2,2,2,0,25,25,50,25,50,2,1989.0,2,1,10,3,2,70,37.0,29.2,0
2,2,2,2,2,2,2,2,3,3,50,50,75,75,75,75,1,1959.0,2,1,5,4,4,40,67.0,66.7,1
3,4,4,3,3,3,1,3,3,3,25,50,25,50,50,25,1,1962.0,9,1,1,1,1,50,64.0,37.5,0
3,3,3,3,2,2,2,3,3,3,25,25,50,50,25,25,2,1966.0,9,1,2,1,6,42,60.0,33.3,0
2,2,2,3,2,2,1,3,2,2,25,50,75,75,50,75,2,1982.0,2,1,15,1,2,30,44.0,58.3,1
3,4,4,3,4,3,2,3,3,3,25,50,75,50,50,50,2,1964.0,2,2,10,4,4,42,62.0,50.0,1
3,3,3,3,3,2,1,3,2,2,25,25,25,50,50,25,2,1973.0,2,1,2,4,3,50,53.0,33.3,0
3,4,4,3,2,2,1,4,4,4,50,50,75,100,75,100,2,1965.0,2,1,6,4,6,42,61.0,75.0,1
1,2,1,3,2,2,2,3,3,3,25,50,25,25,50,75,2,1977.0,2,1,2,2,2,24,49.0,41.7,0
3,3,3,4,2,3,2,3,3,3,50,75,50,75,75,50,2,1969.0,2,1,6,4,5,45,57.0,62.5,1
3,3,2,3,2,1,1,3,3,3,50,50,50,75,50,75,2,1984.0,2,1,15,2,3,42,42.0,58.3,1
2,2,3,3,2,3,3,2,2,3,25,25,25,50,25,25,1,1961.0,2,1,6,4,4,45,65.0,29.2,0
2,2,2,2,3,3,3,2,2,2,25,75,50,25,50,50,2,1993.0,2,1,1,4,2,40,33.0,45.8,0
3,2,3,3,3,2,2,3,3,3,25,25,25,50,50,75,2,1964.0,2,1,2,1,2,18,62.0,41.7,0
2,4,3,3,3,3,2,3,2,2,50,50,25,25,25,25,1,1964.0,1,1,10,4,6,40,62.0,33.3,0
3,2,3,4,2,1,1,2,3,1,75,25,100,100,50,100,1,1990.0,2,2,9,1,2,45,36.0,75.0,1
2,2,3,4,1,2,1,3,3,3,50,100,100,100,100,100,2,1991.0,2,2,10,3,1,12,35.0,91.7,1
3,3,3,3,2,2,2,2,3,2,50,75,75,100,100,75,1,1956.0,9,1,2,2,1,40,70.0,79.2,1
3,3,4,1,4,3,1,2,2,3,50,75,50,50,50,50,2,1965.0,2,1,1,1,4,45,61.0,54.2,1
3,4,4,3,3,2,1,3,2,2,50,50,100,100,100,100,1,1972.0,2,1,1,3,4,43,54.0,83.3,1
3,3,4,1,4,3,3,1,2,2,0,25,25,25,25,25,2,1965.0,2,1,10,2,2,20,61.0,20.8,0
2,2,2,2,3,2,1,2,2,3,25,50,75,75,50,50,2,1970.0,9,1,1,1,4,31,56.0,54.2,1
2,2,2,2,3,3,3,3,3,2,25,25,50,50,50,75,2,1989.0,2,1,13,4,1,35,37.0,45.8,0
4,4,3,2,3,3,3,2,2,2,25,50,50,50,50,75,2,1983.0,2,1,2,2,4,45,43.0,50.0,1
3,4,4,3,3,3,1,3,2,3,50,50,25,50,25,75,2,1961.0,2,1,10,1,3,32,65.0,45.8,0
3,2,2,3,2,1,2,3,3,1,50,50,75,75,75,100,2,1987.0,2,1,4,4,1,25,39.0,70.8,1
3,4,3,3,3,1,1,3,2,3,25,50,50,50,75,75,2,1978.0,2,2,8,1,3,35,48.0,54.2,1
3,3,3,3,3,2,2,3,2,3,50,50,50,50,75,75,2,1967.0,2,1,9,3,2,24,59.0,58.3,1
4,3,3,2,4,3,2,1,2,2,25,25,75,75,50,75,2,1983.0,2,1,2,1,3,52,43.0,54.2,1
2,2,4,3,4,3,1,2,2,2,50,75,75,75,75,100,2,1981.0,9,1,2,1,4,30,45.0,75.0,1
4,4,3,2,4,4,2,1,1,1,25,50,75,75,50,75,1,1984.0,2,1,2,4,3,60,42.0,58.3,1
2,3,3,2,4,3,2,2,2,3,50,75,50,100,75,75,2,1976.0,2,1,1,4,3,45,50.0,70.8,1
4,4,4,3,3,2,3,2,2,2,50,50,50,50,50,75,2,1986.0,2,1,3,1,3,65,40.0,54.2,1
3,3,4,3,2,2,2,3,3,3,25,25,25,75,50,50,2,1969.0,2,1,8,2,1,40,57.0,41.7,0
2,3,3,2,3,2,1,1,3,3,25,25,0,25,0,25,2,1959.0,2,2,9,1,3,25,67.0,16.7,0
3,3,4,3,3,3,2,3,3,2,50,50,75,75,50,75,1,1954.0,1,1,1,1,1,60,72.0,62.5,1
3,3,3,3,2,2,2,4,4,4,75,75,100,100,75,75,2,1976.0,2,1,1,3,4,39,50.0,83.3,1
3,3,3,3,4,1,1,3,3,2,25,25,75,75,75,50,1,1960.0,9,1,2,1,4,40,66.0,54.2,1
4,4,4,3,3,3,1,1,2,1,25,25,25,25,25,50,2,1974.0,1,1,2,2,5,40,52.0,29.2,0
3,3,3,3,2,3,1,3,3,3,25,75,50,50,50,75,1,1951.0,2,1,15,1,5,42,75.0,54.2,1
3,2,2,1,3,2,3,1,1,1,25,50,50,75,100,75,2,1988.0,2,1,13,4,1,44,38.0,62.5,1
2,1,2,2,3,3,1,2,2,3,75,75,100,100,100,100,2,1977.0,2,2,14,4,3,40,49.0,91.7,1
2,3,3,3,2,1,2,3,3,3,50,50,50,50,75,75,2,1981.0,2,1,1,2,3,20,45.0,58.3,1
4,4,4,1,3,3,2,1,2,3,25,25,25,25,25,0,2,1963.0,2,1,11,1,4,35,63.0,20.8,0
2,4,3,2,4,2,1,2,2,2,25,50,25,75,75,75,2,1970.0,2,1,2,1,4,40,56.0,54.2,1
3,3,3,3,2,3,1,2,3,3,50,50,50,75,75,75,1,1965.0,2,1,15,3,1,41,61.0,62.5,1
4,3,3,2,3,1,1,2,3,1,25,50,25,50,25,25,2,1985.0,2,1,1,1,2,42,41.0,33.3,0
4,3,3,2,2,2,2,2,3,3,50,75,75,100,75,75,1,1952.0,2,2,10,4,6,47,74.0,75.0,1
4,4,4,2,4,3,1,2,1,2,25,25,25,100,25,100,1,1955.0,2,1,2,3,5,45,71.0,50.0,1
4,4,4,1,3,3,2,1,1,1,25,50,50,75,50,75,2,1977.0,9,1,2,2,2,60,49.0,54.2,1
2,2,3,3,3,2,1,3,2,3,50,50,75,75,75,75,2,1970.0,9,1,2,1,3,30,56.0,66.7,1
3,3,3,4,2,2,3,2,3,3,50,50,75,100,75,75,2,1985.0,2,1,2,4,3,50,41.0,70.8,1
3,3,3,3,3,1,1,2,3,3,25,50,50,75,50,75,2,1973.0,2,1,2,1,2,16,53.0,54.2,1
3,3,3,2,3,3,2,2,2,3,25,25,50,75,75,100,2,1972.0,2,1,2,1,1,35,54.0,58.3,1
3,3,4,1,3,3,2,2,2,2,0,25,25,50,25,25,1,1960.0,2,1,4,1,1,50,66.0,25.0,0
3,2,4,2,1,3,1,2,3,2,50,50,25,25,25,75,1,1972.0,1,1,10,4,3,50,54.0,41.7,0
4,3,4,3,3,2,2,2,3,2,25,50,25,75,50,50,2,1962.0,2,1,10,2,4,46,64.0,45.8,0
3,3,3,3,3,3,3,3,2,3,25,25,75,25,25,25,2,1958.0,2,1,4,1,2,20,68.0,33.3,0
2,3,2,2,3,2,2,1,3,3,75,25,75,75,75,50,1,1971.0,2,1,1,3,5,48,55.0,62.5,1
4,4,4,3,2,3,2,3,3,3,50,75,75,25,75,75,2,1962.0,2,1,2,4,3,23,64.0,62.5,1
2,3,3,4,3,4,4,3,2,3,50,50,50,50,50,75,2,1988.0,2,1,2,4,3,45,38.0,54.2,1
2,3,3,4,3,4,4,4,3,3,50,75,75,100,100,100,2,1977.0,2,1,2,1,1,40,49.0,83.3,1
2,3,2,3,3,4,4,2,1,3,25,25,25,25,25,25,2,1983.0,2,1,2,4,3,50,43.0,25.0,0
1,2,2,3,2,1,1,3,3,3,50,75,75,75,75,75,1,1972.0,2,1,2,1,5,42,54.0,70.8,1
2,2,3,3,3,2,2,3,2,2,50,50,75,100,50,75,2,1966.0,1,1,2,1,1,40,60.0,66.7,1
3,3,4,3,2,3,1,3,2,3,25,25,25,25,25,50,2,1963.0,2,2,15,2,5,40,63.0,29.2,0
4,4,4,3,2,2,2,2,3,1,0,0,0,0,0,0,2,1984.0,2,2,3,1,2,70,42.0,0.0,0
2,3,3,3,2,2,3,2,2,1,25,50,75,50,75,75,2,1988.0,2,1,10,4,2,50,38.0,58.3,1
3,3,3,3,2,2,1,3,3,3,25,50,25,50,25,25,2,1974.0,2,1,2,3,3,40,52.0,33.3,0
3,3,3,2,4,3,2,2,2,2,25,25,25,25,25,25,1,1969.0,2,1,2,3,5,45,57.0,25.0,0
3,4,4,2,2,4,3,2,3,3,25,25,50,75,50,50,2,1965.0,2,1,2,2,4,50,61.0,45.8,0
2,3,3,3,4,2,1,3,3,3,25,50,50,50,50,75,1,1963.0,1,1,2,1,3,40,63.0,50.0,1
3,4,3,2,3,2,3,2,2,2,25,50,50,75,50,100,1,1986.0,2,1,1,1,3,55,40.0,58.3,1
3,2,2,2,2,1,1,2,3,2,50,50,50,75,75,75,2,1990.0,2,1,9,4,1,50,36.0,62.5,1
2,3,3,2,3,2,2,1,1,1,25,25,25,25,25,50,2,1984.0,2,1,1,2,3,60,42.0,29.2,0
3,2,2,3,2,1,1,3,3,2,50,50,75,75,75,75,1,1990.0,2,2,9,4,1,50,36.0,66.7,1
3,4,4,3,3,3,1,2,3,2,50,75,25,75,50,100,2,1960.0,2,1,2,1,6,50,66.0,62.5,1
3,3,3,2,3,2,2,2,2,2,25,25,25,25,25,25,2,1986.0,2,1,10,4,2,70,40.0,25.0,0
3,3,4,3,1,1,1,3,3,3,50,50,75,75,50,100,2,1990.0,2,1,9,4,1,25,36.0,66.7,1
3,2,3,3,3,1,1,3,3,3,25,50,50,75,50,50,1,1954.0,2,1,10,2,5,40,72.0,50.0,1
4,4,2,4,2,1,1,4,3,3,25,25,75,75,50,75,2,1959.0,2,1,6,4,5,42,67.0,54.2,1
4,3,4,2,3,3,2,2,2,2,50,50,75,75,50,75,2,1959.0,2,2,14,4,4,50,67.0,62.5,1
4,4,4,3,3,3,1,1,1,1,25,25,0,0,25,25,2,1971.0,2,3,2,1,2,25,55.0,16.7,0
3,2,2,3,3,3,2,2,2,1,25,50,100,75,75,75,2,1989.0,2,1,13,4,1,42,37.0,66.7,1
4,4,4,3,3,1,1,4,3,3,50,50,50,25,25,75,2,1984.0,2,1,2,4,3,50,42.0,45.8,0
3,3,3,3,2,2,2,3,3,3,25,75,75,100,75,100,2,1983.0,2,1,2,4,3,41,43.0,75.0,1
3,4,4,2,2,3,1,2,3,2,25,50,75,50,25,75,2,1957.0,2,1,9,4,5,60,69.0,50.0,1
2,2,2,2,3,2,3,2,3,4,50,75,75,100,75,100,2,1989.0,2,2,2,4,4,47,37.0,79.2,1
3,2,2,3,2,2,2,3,3,3,50,75,75,75,75,75,2,1989.0,2,1,4,4,2,25,37.0,70.8,1
1,1,1,4,2,2,3,3,3,3,75,75,75,100,75,75,2,1988.0,2,1,2,1,3,40,38.0,79.2,1
4,4,4,2,4,3,2,2,2,1,25,25,50,25,25,25,2,1992.0,2,1,3,4,1,50,34.0,29.2,0
3,3,3,2,2,2,1,3,3,3,25,50,75,100,75,50,2,1970.0,1,1,10,2,5,65,56.0,62.5,1
2,2,2,3,2,2,3,3,3,4,25,25,50,25,25,75,2,1988.0,2,2,2,4,4,47,38.0,37.5,0
1,1,3,3,3,2,2,3,2,3,50,75,75,75,75,100,2,1975.0,2,1,9,1,3,40,51.0,75.0,1
3,3,3,2,2,2,3,1,3,3,25,50,50,50,50,75,2,1978.0,2,1,1,3,3,30,48.0,50.0,1
3,3,3,3,2,2,1,3,3,3,50,50,75,75,50,75,1,1960.0,2,1,4,2,4,40,66.0,62.5,1
3,3,4,3,2,3,1,2,2,3,25,50,75,75,50,75,2,1977.0,2,1,2,1,3,20,49.0,58.3,1
3,4,3,2,3,3,3,3,3,2,25,50,75,50,50,75,2,1990.0,2,1,13,4,1,45,36.0,54.2,1
2,2,3,2,2,3,2,2,3,1,25,25,25,25,25,50,2,1965.0,1,1,10,3,3,40,61.0,29.2,0
1,3,3,3,3,2,1,3,3,3,50,75,75,100,75,75,1,1959.0,2,1,2,2,6,40,67.0,75.0,1
4,4,4,2,4,3,1,2,3,1,50,75,50,75,50,75,1,1960.0,2,1,14,1,3,50,66.0,62.5,1
3,3,3,2,2,2,2,2,3,1,0,25,50,50,25,100,2,1986.0,2,4,9,4,2,30,40.0,41.7,0
3,4,4,1,2,3,1,2,3,3,25,25,50,100,75,100,2,1968.0,2,1,10,3,4,60,58.0,62.5,1
3,3,3,3,3,2,2,2,2,3,25,50,50,50,25,0,2,1986.0,2,3,10,1,3,40,40.0,33.3,0
3,3,3,1,2,2,1,1,3,1,25,50,50,50,50,75,2,1985.0,2,2,10,4,2,45,41.0,50.0,1
4,3,4,3,3,3,1,2,2,2,0,25,25,25,25,50,2,1969.0,9,1,2,1,3,43,57.0,25.0,0
3,3,4,2,2,2,1,2,3,2,25,25,50,50,50,75,2,1981.0,2,2,11,1,2,50,45.0,45.8,0
3,4,4,2,3,4,2,3,3,3,0,25,0,25,25,50,2,1970.0,2,1,2,1,5,40,56.0,20.8,0
2,2,3,3,4,1,2,3,2,3,50,75,100,100,100,100,2,1962.0,2,1,2,2,3,30,64.0,87.5,1
3,3,2,2,3,2,4,2,2,3,25,50,100,75,50,50,2,1985.0,2,1,13,4,3,50,41.0,58.3,1
4,4,2,3,2,2,2,3,3,2,25,25,50,75,50,50,2,1983.0,2,1,2,4,3,43,43.0,45.8,0
3,3,4,3,2,3,1,3,3,3,25,25,50,50,50,75,2,1962.0,1,1,10,2,4,50,64.0,45.8,0
3,3,2,1,1,1,1,2,3,1,25,50,25,25,25,75,2,1986.0,2,1,15,1,3,50,40.0,37.5,0
4,4,4,2,3,3,2,2,2,2,25,25,25,50,25,25,2,1984.0,2,2,10,4,3,60,42.0,29.2,0
3,3,2,1,4,2,2,1,1,1,25,25,0,25,25,50,2,1988.0,5,2,2,1,2,60,38.0,25.0,0
2,3,1,2,4,2,2,2,1,1,25,25,25,75,25,50,2,1974.0,2,1,2,1,1,20,52.0,37.5,0
3,3,2,2,3,3,3,2,3,2,25,25,25,25,25,25,2,1953.0,1,1,13,1,1,50,73.0,25.0,0
4,3,3,2,2,2,1,2,2,2,25,25,50,50,25,50,2,1988.0,2,1,13,3,2,50,38.0,37.5,0
2,1,1,1,4,3,3,2,1,1,50,50,50,75,75,75,2,1962.0,1,3,2,1,3,50,64.0,62.5,1
3,3,4,2,4,3,1,2,2,2,25,25,50,50,50,50,2,1962.0,2,2,14,1,3,50,64.0,41.7,0
3,4,2,3,2,3,1,3,2,1,0,0,0,75,25,25,1,1958.0,1,1,10,3,6,80,68.0,20.8,0
4,4,4,2,2,2,1,2,3,3,50,75,50,75,50,25,2,1958.0,2,1,9,2,6,43,68.0,54.2,1
3,2,2,1,4,3,2,1,1,1,25,25,50,50,50,75,2,1978.0,1,2,2,1,3,80,48.0,45.8,0
4,3,3,1,2,4,4,1,2,2,25,25,25,25,25,25,1,1968.0,8,4,10,3,3,50,58.0,25.0,0
4,3,4,2,2,4,2,2,3,3,25,50,50,50,50,50,2,1961.0,9,1,1,2,4,50,65.0,45.8,0
1,3,2,1,3,3,2,2,3,3,25,50,75,75,75,50,1,1977.0,2,1,1,1,4,40,49.0,58.3,1
2,3,3,3,2,3,3,3,3,3,50,75,75,75,50,75,2,1985.0,2,1,1,3,3,41,41.0,66.7,1
4,4,4,4,1,1,1,4,4,4,75,50,50,100,75,100,1,1965.0,1,3,13,3,6,70,61.0,75.0,1
2,4,3,3,2,2,2,3,3,3,25,50,25,25,25,50,1,1981.0,2,1,1,4,3,41,45.0,33.3,0
3,3,3,2,3,2,2,2,3,2,0,0,50,50,50,50,2,1978.0,2,1,13,4,3,35,48.0,33.3,0
4,4,4,3,3,1,1,4,3,4,25,25,25,0,0,25,2,1987.0,3,1,13,1,3,55,39.0,16.7,0
3,3,3,3,4,3,1,1,1,1,50,25,50,50,50,100,2,1981.0,2,1,1,1,3,41,45.0,54.2,1
2,3,3,4,1,1,1,4,4,4,25,75,50,75,50,75,1,1963.0,2,1,9,3,5,45,63.0,58.3,1
3,3,4,3,4,3,2,2,2,2,25,25,50,50,50,50,1,1953.0,2,1,2,2,1,50,73.0,41.7,0
3,3,4,3,4,4,1,3,3,3,25,25,25,25,25,25,2,1973.0,2,1,2,1,4,28,53.0,25.0,0
3,3,3,4,2,1,2,3,3,3,50,50,25,75,50,50,1,1978.0,2,1,9,2,3,42,48.0,50.0,1
2,3,2,2,3,2,2,2,3,3,50,75,50,100,75,100,2,1969.0,2,1,10,2,3,40,57.0,75.0,1
2,2,3,4,3,2,2,4,3,3,50,50,75,100,50,75,1,1969.0,2,2,4,1,4,50,57.0,66.7,1
3,4,3,3,4,3,1,3,2,2,25,50,75,100,100,50,1,1957.0,2,1,6,4,4,40,69.0,66.7,1
2,3,3,3,1,1,1,2,3,3,50,50,50,50,50,50,1,1969.0,2,1,13,4,3,40,57.0,50.0,1
3,3,2,3,3,3,2,3,3,2,25,50,50,50,50,50,2,1982.0,2,1,2,4,4,50,44.0,45.8,0
4,4,2,3,3,2,2,2,2,1,25,25,25,75,50,100,1,1960.0,1,1,7,2,6,50,66.0,50.0,1
3,3,3,2,2,1,1,2,3,3,50,50,50,75,50,75,1,1964.0,2,1,2,1,5,40,62.0,58.3,1
3,3,3,3,3,3,2,2,2,2,25,25,50,75,50,75,1,1964.0,2,1,2,2,2,20,62.0,50.0,1
4,3,4,4,4,3,1,1,1,2,25,50,50,100,75,75,1,1969.0,2,1,1,4,4,45,57.0,62.5,1
2,3,3,3,3,3,3,2,3,3,25,25,50,75,50,75,2,1981.0,2,1,2,3,2,21,45.0,50.0,1
3,3,4,3,2,3,1,3,3,3,25,25,25,50,25,50,1,1961.0,1,1,13,2,3,65,65.0,33.3,0
4,2,4,3,1,2,1,4,4,1,50,50,75,100,100,75,1,1967.0,1,1,2,1,5,60,59.0,75.0,1
2,2,2,3,2,1,1,3,3,3,25,50,75,100,50,100,1,1953.0,2,2,11,1,5,30,73.0,66.7,1
3,3,3,3,1,2,1,4,4,4,75,75,50,100,75,100,1,1959.0,1,1,10,4,6,55,67.0,79.2,1
3,3,3,4,3,2,1,3,2,2,50,50,50,75,50,75,2,1975.0,2,1,2,1,4,40,51.0,58.3,1
3,3,3,2,3,3,3,2,2,2,25,25,25,25,25,50,2,1954.0,1,1,10,4,3,50,72.0,29.2,0
3,2,2,3,2,3,3,3,2,3,50,75,75,75,75,75,2,1965.0,2,1,10,1,2,30,61.0,70.8,1
3,2,3,3,3,2,2,3,3,3,50,50,75,100,75,75,1,1956.0,2,2,10,2,6,60,70.0,70.8,1
3,3,4,3,3,2,2,3,3,3,50,75,50,50,50,50,2,1969.0,2,1,1,2,4,40,57.0,54.2,1
3,4,4,1,4,4,1,1,1,2,25,50,25,25,50,50,2,1970.0,2,1,2,4,5,45,56.0,37.5,0
2,3,2,3,3,1,1,3,3,2,25,50,75,100,50,75,2,1979.0,2,1,2,2,3,40,47.0,62.5,1
3,2,3,3,2,1,1,3,3,3,75,75,75,75,50,75,2,1974.0,2,1,9,4,6,42,52.0,70.8,1
3,4,4,1,4,3,1,1,1,4,25,50,50,50,50,50,2,1975.0,2,1,14,2,4,40,51.0,45.8,0
4,2,3,3,2,1,1,2,3,2,75,50,75,100,100,100,2,1990.0,2,1,9,1,3,60,36.0,83.3,1
3,3,3,1,3,3,3,2,3,3,25,50,25,50,75,75,2,1981.0,4,1,2,2,4,44,45.0,50.0,1
3,2,2,3,3,2,2,3,3,2,25,50,75,75,50,75,2,1982.0,2,1,2,3,1,10,44.0,58.3,1
3,3,3,2,3,3,2,1,2,2,0,25,0,25,25,25,1,1963.0,1,1,10,4,4,40,63.0,16.7,0
3,3,4,3,3,1,1,2,2,2,25,50,25,50,50,100,2,1968.0,2,1,7,1,5,55,58.0,50.0,1
3,3,2,3,3,2,1,2,3,1,50,75,25,0,0,25,2,1974.0,2,1,3,3,3,42,52.0,29.2,0
3,2,3,3,3,1,1,2,2,2,50,50,50,100,100,75,2,1977.0,2,2,2,4,3,40,49.0,70.8,1
3,4,4,2,2,2,1,2,2,3,25,50,25,25,25,25,1,1971.0,2,1,2,4,4,50,55.0,29.2,0
3,4,4,1,1,2,1,2,3,2,25,50,75,50,50,75,2,1968.0,9,1,14,1,1,40,58.0,54.2,1
3,3,3,1,3,3,3,1,1,2,25,50,25,50,50,50,2,1960.0,2,1,14,2,4,50,66.0,41.7,0
2,3,2,1,4,3,2,1,1,2,25,25,50,50,50,50,2,1979.0,2,1,1,2,3,40,47.0,41.7,0
3,2,3,3,3,2,2,3,3,2,50,50,50,50,50,50,2,1987.0,2,2,2,1,3,60,39.0,50.0,1
3,3,3,2,4,3,3,1,1,1,25,25,25,50,50,75,2,1987.0,2,1,3,4,2,55,39.0,41.7,0
2,4,3,2,3,2,1,2,3,3,25,25,25,50,50,50,2,1971.0,2,1,1,1,3,25,55.0,37.5,0
3,4,3,1,3,3,1,1,2,2,25,50,25,25,50,50,1,1953.0,2,2,1,1,4,43,73.0,37.5,0
2,4,2,1,2,2,2,1,2,2,25,25,75,50,50,50,2,1986.0,9,1,9,1,1,40,40.0,45.8,0
3,2,2,3,3,3,3,2,2,2,25,50,50,75,75,100,2,1991.0,2,1,1,2,2,0,35.0,62.5,1
2,2,3,2,2,2,2,2,3,3,25,75,100,100,25,50,2,1991.0,2,1,9,2,2,30,35.0,62.5,1
3,2,2,3,4,2,2,3,2,2,25,25,50,50,50,50,2,1987.0,2,1,9,1,3,70,39.0,41.7,0
3,3,2,2,3,2,2,2,1,2,25,25,25,25,25,50,1,1963.0,2,1,2,4,4,45,63.0,29.2,0
2,2,3,1,3,2,2,1,3,2,25,25,25,25,25,50,2,1981.0,2,2,9,3,2,50,45.0,29.2,0
4,3,2,1,3,1,1,1,2,1,50,25,25,50,50,75,2,1987.0,3,1,7,2,2,30,39.0,45.8,0
3,3,4,2,4,3,2,1,2,1,25,25,0,25,25,50,2,1979.0,2,1,9,1,2,60,47.0,25.0,0
4,4,4,2,3,3,1,1,1,1,25,25,25,25,25,50,2,1986.0,2,1,7,1,3,60,40.0,29.2,0
3,3,2,2,3,2,2,2,3,1,25,50,25,50,25,50,2,1989.0,2,1,2,4,2,43,37.0,37.5,0
4,2,2,3,3,3,3,3,2,2,25,25,25,25,50,75,2,1988.0,2,1,1,1,2,60,38.0,37.5,0
3,2,2,1,2,2,2,3,3,1,25,50,75,75,50,75,2,1987.0,2,1,7,3,1,50,39.0,58.3,1
3,2,3,3,4,4,4,1,1,1,25,50,50,50,25,25,2,1984.0,2,2,1,1,3,50,42.0,37.5,0
4,3,3,2,3,3,2,2,2,1,25,25,25,25,25,25,2,1985.0,2,3,2,1,2,70,41.0,25.0,0
