ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
3,3,1,3,1,1,1,3,3,3,25,50,75,75,50,75,2,1991.0,2,1,14,4,2,40,35.0,58.3,1
3,2,4,1,3,2,1,1,1,1,50,50,75,75,50,75,2,1983.0,2,1,15,1,3,55,43.0,62.5,1
3,3,3,3,2,2,3,3,3,2,25,25,50,50,50,75,2,1976.0,2,2,2,1,6,50,50.0,45.8,0
3,3,2,3,2,1,1,3,3,2,50,50,50,75,50,75,2,1984.0,2,1,9,2,2,45,42.0,58.3,1
3,3,3,3,1,1,2,3,3,3,25,75,75,75,50,75,2,1978.0,2,1,15,1,4,48,48.0,62.5,1
3,2,3,3,2,1,1,3,3,2,75,75,75,75,75,75,2,1974.0,2,1,15,4,1,7,52.0,75.0,1
4,3,2,3,2,2,2,3,3,2,25,25,50,75,25,75,2,1978.0,2,1,9,1,1,28,48.0,45.8,0
2,3,2,3,3,3,2,3,3,3,50,50,50,50,50,75,2,1973.0,1,2,4,1,4,30,53.0,54.2,1
3,2,3,2,3,2,3,2,3,2,25,25,25,50,25,75,2,1987.0,2,2,4,3,2,60,39.0,37.5,0
3,4,4,1,4,3,3,1,1,1,0,25,0,0,25,75,2,1985.0,2,2,9,3,1,70,41.0,20.8,0
2,3,2,2,4,2,2,2,2,2,50,50,50,50,50,75,2,1979.0,5,1,9,4,1,8,47.0,54.2,1
4,3,3,2,3,3,2,3,2,2,25,25,25,25,25,50,1,1952.0,7,1,7,2,3,42,74.0,29.2,0
2,2,3,3,2,3,2,3,3,1,25,50,75,75,50,75,2,1988.0,5,1,9,4,2,45,38.0,58.3,1
3,3,3,4,2,2,1,3,3,3,50,50,75,100,75,100,1,1970.0,2,1,2,2,1,45,56.0,75.0,1
3,3,3,3,1,1,1,4,3,3,50,50,50,75,75,75,2,1962.0,1,1,13,4,4,55,64.0,62.5,1
3,2,3,2,3,2,2,1,2,1,25,25,50,50,50,50,2,1981.0,1,2,2,4,2,40,45.0,41.7,0
4,3,4,2,4,4,1,2,2,1,25,25,0,25,0,50,1,1958.0,1,1,2,2,2,80,68.0,20.8,0
3,3,3,3,2,1,1,3,3,3,50,50,50,75,75,75,1,1965.0,1,1,2,4,6,60,61.0,62.5,1
3,2,3,2,3,3,1,2,3,3,100,75,100,100,100,100,1,1958.0,2,1,2,3,5,40,68.0,95.8,1
2,2,2,3,3,2,2,2,2,2,25,50,75,50,75,50,2,1959.0,1,3,2,3,3,60,67.0,54.2,1
4,4,4,2,2,3,1,1,2,1,0,25,25,25,25,25,2,1988.0,2,1,14,1,2,50,38.0,20.8,0
4,3,4,2,3,2,2,2,2,3,50,75,75,100,75,75,1,1962.0,2,1,2,1,5,45,64.0,75.0,1
2,2,3,2,3,2,2,2,1,3,25,25,50,75,75,50,2,1985.0,2,1,13,4,3,42,41.0,50.0,1
3,3,2,3,4,2,3,2,2,1,50,25,50,50,50,50,2,1955.0,1,1,2,1,1,30,71.0,45.8,0
3,1,2,3,2,1,1,2,3,1,25,50,25,75,50,75,2,1984.0,2,1,7,2,2,37,42.0,50.0,1
4,4,4,2,3,2,2,4,2,1,25,25,25,25,25,50,2,1979.0,2,1,2,3,2,55,47.0,29.2,0
4,4,4,3,3,2,1,3,3,3,50,50,75,100,75,75,1,1960.0,2,1,4,4,4,50,66.0,70.8,1
3,3,2,3,3,3,2,3,2,2,25,25,25,50,25,50,1,1958.0,1,1,2,2,2,70,68.0,33.3,0
3,3,2,2,3,2,2,2,2,2,50,25,50,100,25,75,1,1951.0,1,1,2,2,4,60,75.0,54.2,1
3,4,4,3,3,3,2,3,3,2,0,50,50,50,50,75,2,1979.0,4,1,2,4,3,10,47.0,45.8,0
3,3,3,2,3,3,3,2,2,3,50,75,75,100,100,100,2,1988.0,2,1,2,3,3,45,38.0,83.3,1
3,3,4,3,2,2,2,3,3,3,50,100,50,50,50,75,2,1961.0,2,1,13,4,4,46,65.0,62.5,1
3,2,3,4,2,3,3,2,3,1,25,25,25,25,25,75,2,1962.0,1,1,2,1,2,65,64.0,33.3,0
3,3,2,2,3,2,2,2,2,2,25,25,25,25,25,25,2,1962.0,1,1,2,4,4,50,64.0,25.0,0
2,3,3,3,2,2,2,3,3,3,50,100,100,100,75,75,2,1988.0,2,1,2,3,2,40,38.0,83.3,1
1,4,1,2,4,3,1,2,3,4,25,50,25,100,100,50,2,1985.0,2,1,13,4,2,30,41.0,58.3,1
4,3,3,3,2,2,2,3,3,3,50,50,50,50,50,75,2,1973.0,2,1,2,4,6,60,53.0,54.2,1
3,3,3,2,3,2,3,2,3,3,75,75,100,100,100,100,1,1966.0,1,2,2,1,4,50,60.0,91.7,1
2,2,3,2,2,2,2,2,3,3,50,50,75,75,50,75,1,1959.0,2,1,2,2,5,40,67.0,62.5,1
3,3,3,2,1,2,2,2,3,2,50,50,50,75,50,75,2,1953.0,1,2,2,3,1,0,73.0,58.3,1
3,4,2,2,4,2,2,2,2,3,50,75,75,100,100,100,2,1968.0,2,2,2,4,4,40,58.0,83.3,1
2,2,2,3,3,2,1,3,2,2,25,75,75,100,75,100,2,1982.0,2,1,2,3,2,30,44.0,75.0,1
3,3,3,1,3,4,2,2,2,3,25,25,25,25,25,0,2,1963.0,9,1,15,4,4,42,63.0,20.8,0
4,4,2,4,2,1,1,3,3,2,25,25,50,50,25,50,2,1985.0,2,1,2,3,2,40,41.0,37.5,0
3,3,4,3,2,2,2,2,3,2,25,50,25,50,50,25,2,1978.0,2,1,2,3,3,50,48.0,37.5,0
4,3,4,3,2,3,3,3,3,4,50,50,50,75,75,75,1,1958.0,2,1,2,4,6,50,68.0,62.5,1
4,3,4,2,2,3,1,2,3,2,0,0,25,25,0,25,1,1978.0,1,1,2,2,1,80,48.0,12.5,0
2,2,2,3,3,2,2,3,3,2,50,50,50,25,25,75,2,1988.0,2,3,7,3,1,40,38.0,45.8,0
2,3,2,3,2,2,1,3,3,3,25,50,75,75,50,50,1,1965.0,1,1,4,3,6,35,61.0,54.2,1
3,3,3,3,3,3,2,3,2,2,50,50,75,100,75,75,2,1965.0,2,1,1,1,4,36,61.0,70.8,1
3,2,3,3,2,2,2,3,3,2,50,75,25,75,75,100,2,1985.0,2,1,9,4,1,0,41.0,66.7,1
3,2,2,3,3,2,2,3,2,1,50,50,50,75,75,75,2,1987.0,5,1,13,2,2,40,39.0,62.5,1
3,2,2,3,4,3,2,3,2,2,50,75,50,100,50,75,1,1959.0,1,2,2,1,6,65,67.0,66.7,1
3,2,2,3,3,3,2,3,3,2,25,50,75,75,50,75,1,1955.0,1,2,2,1,4,50,71.0,58.3,1
3,1,1,1,2,2,2,2,2,2,50,50,25,75,50,50,2,1988.0,2,1,2,4,2,44,38.0,50.0,1
3,3,3,2,4,2,2,2,2,2,25,50,50,75,25,50,2,1970.0,2,1,11,2,3,50,56.0,45.8,0
3,3,3,3,3,1,1,3,3,3,50,50,75,75,75,75,1,1962.0,1,1,2,1,1,60,64.0,66.7,1
4,4,4,1,4,3,1,1,1,1,25,0,50,25,25,0,2,1957.0,2,2,1,4,3,50,69.0,20.8,0
2,2,2,3,3,2,2,3,3,2,75,75,100,100,75,100,2,1987.0,2,1,2,4,2,42,39.0,87.5,1
1,3,1,4,4,2,2,3,3,1,25,75,100,100,100,100,2,1988.0,2,1,2,4,1,45,38.0,83.3,1
3,3,4,2,2,3,1,1,2,2,25,25,25,50,25,25,2,1961.0,2,1,9,2,4,50,65.0,29.2,0
2,2,2,3,3,1,1,3,2,2,50,50,25,75,75,75,2,1971.0,2,1,2,1,1,45,55.0,58.3,1
4,3,3,3,2,2,2,3,3,2,75,75,75,75,75,75,2,1985.0,1,2,2,3,3,40,41.0,75.0,1
2,3,3,2,3,2,3,2,3,2,50,75,50,75,75,75,2,1987.0,2,1,2,4,2,39,39.0,66.7,1
4,4,4,3,2,2,1,3,3,3,25,25,25,50,25,75,1,1961.0,2,1,2,1,5,42,65.0,37.5,0
3,2,4,3,2,1,1,2,2,2,50,100,75,100,100,100,2,1975.0,1,1,2,1,3,40,51.0,87.5,1
3,2,2,3,4,2,2,2,1,2,25,75,50,50,50,75,2,1983.0,2,3,2,2,3,55,43.0,54.2,1
3,4,2,3,3,2,1,3,2,1,75,100,75,100,75,75,2,1983.0,2,1,2,2,1,15,43.0,83.3,1
3,3,3,2,4,2,1,2,2,2,50,75,75,100,75,75,1,1962.0,2,2,2,2,6,44,64.0,75.0,1
4,3,3,1,1,2,2,2,3,2,25,25,25,25,25,50,1,1954.0,1,1,6,4,5,60,72.0,29.2,0
3,3,3,3,2,2,1,3,3,3,50,75,50,75,75,75,2,1973.0,2,1,9,2,5,50,53.0,66.7,1
4,4,3,3,2,3,1,3,3,1,75,75,75,75,75,100,2,1987.0,2,1,1,2,3,60,39.0,79.2,1
3,3,4,2,2,3,1,2,3,2,50,50,50,75,50,100,1,1964.0,2,1,2,1,5,42,62.0,62.5,1
3,3,3,3,3,3,2,3,2,1,25,50,50,50,25,75,2,1985.0,2,1,10,3,3,60,41.0,45.8,0
3,3,3,1,4,2,2,2,2,1,25,25,75,75,100,100,2,1982.0,2,1,2,1,1,20,44.0,66.7,1
3,2,2,3,2,2,2,3,3,2,50,75,75,75,75,75,1,1983.0,1,3,2,2,6,55,43.0,70.8,1
4,3,3,2,3,2,2,2,2,1,0,25,25,25,25,50,2,1986.0,2,1,1,3,2,55,40.0,25.0,0
2,3,2,3,2,2,2,3,3,3,50,75,75,75,75,100,2,1989.0,2,1,2,4,2,40,37.0,75.0,1
2,3,2,3,3,2,2,3,3,1,50,50,50,75,75,75,2,1952.0,1,1,2,4,1,25,74.0,62.5,1
4,3,4,1,4,2,3,2,2,1,25,25,25,25,25,25,2,1989.0,2,1,2,1,2,65,37.0,25.0,0
3,4,2,2,3,2,4,2,3,1,25,25,25,50,25,50,1,1984.0,2,1,3,4,2,60,42.0,33.3,0
3,3,4,3,4,2,4,1,1,3,25,25,25,75,50,100,2,1973.0,2,1,3,4,3,42,53.0,50.0,1
3,2,4,4,3,2,1,4,1,3,25,50,75,75,25,100,1,1986.0,2,1,2,1,4,50,40.0,58.3,1
3,3,3,2,3,2,2,2,2,2,25,25,50,50,50,50,2,1972.0,2,1,2,2,3,60,54.0,41.7,0
3,3,3,3,3,2,1,2,2,3,50,75,50,50,75,100,1,1979.0,2,1,3,4,3,50,47.0,66.7,1
3,3,3,3,1,1,1,3,3,3,25,25,50,50,50,75,2,1965.0,2,1,3,4,4,60,61.0,45.8,0
3,4,4,3,2,2,2,2,2,2,50,50,75,75,50,75,2,1965.0,9,1,2,1,1,50,61.0,62.5,1
3,4,2,3,2,2,1,3,3,2,25,50,75,75,75,75,2,1965.0,1,1,10,3,1,40,61.0,62.5,1
3,4,3,4,2,1,1,4,3,4,25,50,75,75,75,50,2,1986.0,2,1,3,4,3,50,40.0,58.3,1
3,2,2,2,4,2,3,3,2,3,25,50,75,75,50,100,2,1966.0,2,1,2,1,3,50,60.0,62.5,1
3,2,2,3,1,2,1,3,3,3,25,50,50,100,50,75,1,1956.0,1,1,2,1,6,70,70.0,58.3,1
3,2,3,3,3,3,3,3,2,2,25,75,25,75,50,75,1,1962.0,1,1,2,1,5,50,64.0,54.2,1
2,3,2,2,2,2,3,3,3,4,25,25,50,100,50,75,2,1986.0,2,2,2,2,3,46,40.0,54.2,1
3,3,4,2,3,2,3,1,1,2,25,75,75,75,75,100,2,1979.0,2,2,3,1,2,40,47.0,70.8,1
3,3,2,3,2,3,3,2,2,3,25,50,50,50,50,50,2,1975.0,2,1,3,4,3,32,51.0,45.8,0
3,2,4,1,2,1,1,3,3,3,50,25,75,75,50,75,1,1974.0,9,1,2,4,5,60,52.0,58.3,1
3,3,3,3,2,2,2,2,3,4,25,25,50,50,50,75,2,1973.0,2,1,4,1,3,40,53.0,45.8,0
3,3,3,2,3,2,1,4,3,3,25,75,50,100,50,100,2,1971.0,9,1,9,3,4,50,55.0,66.7,1
2,2,3,3,2,2,1,3,3,3,50,50,50,100,50,50,2,1969.0,1,2,2,1,1,40,57.0,58.3,1
3,3,3,3,3,2,2,3,2,2,25,25,50,75,50,50,2,1977.0,1,1,2,2,3,48,49.0,45.8,0
3,2,3,4,2,2,2,3,3,2,50,50,75,75,100,100,2,1984.0,2,1,15,2,2,32,42.0,75.0,1
4,3,3,2,2,2,2,2,3,2,25,25,50,75,25,75,1,1968.0,1,1,2,3,5,50,58.0,45.8,0
1,2,2,3,3,2,2,3,2,3,50,50,75,100,100,75,1,1963.0,9,1,2,4,1,40,63.0,75.0,1
4,4,3,2,3,3,4,2,2,2,25,25,25,25,25,25,2,1982.0,2,1,3,4,3,50,44.0,25.0,0
3,3,3,3,3,2,2,2,2,2,25,25,25,50,25,50,2,1986.0,2,1,2,4,1,20,40.0,33.3,0
3,3,3,2,4,3,3,1,1,1,50,50,75,50,50,50,2,1961.0,2,1,2,1,1,15,65.0,54.2,1
3,3,3,2,3,2,2,2,2,1,25,25,25,25,25,50,2,1987.0,5,1,9,4,2,70,39.0,29.2,0
4,4,3,2,3,3,2,2,1,1,25,25,50,75,75,100,2,1989.0,2,2,2,4,1,15,37.0,58.3,1
3,3,4,2,3,3,2,3,3,3,50,50,50,75,50,75,1,1967.0,2,1,2,4,5,40,59.0,58.3,1
3,3,3,2,3,2,2,2,2,2,25,0,50,25,25,75,2,1971.0,2,1,2,2,1,25,55.0,33.3,0
3,3,3,2,3,2,2,2,2,2,25,25,50,75,50,75,2,1973.0,1,1,2,1,1,60,53.0,50.0,1
4,3,4,2,3,3,4,2,2,2,0,0,0,0,0,25,2,1969.0,8,2,7,1,1,25,57.0,4.2,0
4,3,4,3,3,3,1,3,3,2,50,50,50,50,50,75,2,1964.0,2,1,2,4,4,38,62.0,54.2,1
3,2,2,3,3,2,2,3,3,3,50,50,50,75,50,75,2,1969.0,2,1,2,1,1,13,57.0,58.3,1
2,3,3,3,2,2,2,3,3,3,50,75,75,75,75,75,2,1989.0,2,2,3,4,3,40,37.0,70.8,1
3,3,2,2,4,4,3,2,2,2,0,25,25,50,50,50,2,1971.0,2,1,10,4,2,40,55.0,33.3,0
3,3,3,2,3,2,2,2,3,2,50,50,25,75,50,75,2,1970.0,1,1,2,4,2,60,56.0,54.2,1
3,3,3,1,4,4,4,2,2,2,0,0,50,25,25,25,2,1988.0,2,2,2,2,1,32,38.0,20.8,0
3,3,3,2,3,3,3,2,3,2,25,50,25,75,50,75,1,1982.0,2,1,9,4,3,50,44.0,50.0,1
3,2,3,2,2,2,2,3,3,3,50,50,75,50,75,50,2,1963.0,9,1,2,1,5,50,63.0,58.3,1
3,3,2,3,1,1,1,3,3,2,25,50,75,100,100,75,1,1990.0,2,1,9,4,2,40,36.0,70.8,1
2,2,2,3,3,1,1,3,3,2,25,75,100,100,100,75,2,1984.0,9,1,2,4,1,35,42.0,79.2,1
3,3,3,3,3,2,2,2,2,2,50,50,50,75,50,100,2,1989.0,9,2,9,4,1,40,37.0,62.5,1
2,2,3,4,4,3,3,4,2,2,50,75,50,100,75,100,2,1983.0,2,1,9,4,3,50,43.0,75.0,1
2,2,2,3,3,2,2,3,3,3,50,75,75,75,100,100,2,1989.0,2,1,9,1,2,40,37.0,79.2,1
3,2,3,3,4,2,3,2,2,1,25,50,50,50,50,75,2,1988.0,9,1,2,4,4,50,38.0,50.0,1
2,2,2,3,2,2,2,2,2,1,50,50,50,50,50,75,1,1989.0,2,2,15,1,2,40,37.0,54.2,1
4,3,4,2,3,3,1,2,3,1,25,0,50,50,25,25,2,1990.0,2,1,2,4,2,60,36.0,29.2,0
2,2,3,4,3,1,1,3,3,2,25,50,75,75,75,75,1,1971.0,2,1,9,1,4,42,55.0,62.5,1
3,2,2,3,3,2,4,2,2,1,25,50,75,50,25,50,2,1988.0,2,1,9,4,1,40,38.0,45.8,0
3,2,3,3,2,2,1,3,3,1,25,50,75,50,50,75,2,1989.0,2,1,2,4,1,50,37.0,54.2,1
3,2,2,3,2,2,2,3,3,2,75,75,50,75,75,100,2,1990.0,2,1,9,4,2,50,36.0,75.0,1
3,3,3,3,3,2,2,3,2,1,25,25,75,75,50,75,1,1988.0,2,3,9,4,1,70,38.0,54.2,1
2,3,3,3,2,2,2,3,3,2,25,25,50,25,25,50,2,1983.0,2,2,9,3,2,45,43.0,33.3,0
3,3,3,3,3,2,2,3,3,3,25,50,50,75,75,75,2,1984.0,2,1,9,3,4,51,42.0,58.3,1
3,3,3,2,1,3,2,3,3,2,25,75,75,75,50,75,2,1989.0,2,2,9,4,1,50,37.0,62.5,1
3,2,3,2,2,2,2,2,3,1,50,50,50,100,100,75,2,1990.0,2,1,9,4,1,45,36.0,70.8,1
3,2,3,3,2,1,1,3,3,2,25,25,50,75,25,100,2,1990.0,9,1,9,4,2,45,36.0,50.0,1
3,3,3,2,3,2,1,2,2,2,25,25,25,50,50,50,2,1961.0,2,1,2,2,4,40,65.0,37.5,0
3,3,3,3,2,2,2,3,3,3,25,50,50,75,50,75,2,1977.0,2,1,9,4,3,60,49.0,54.2,1
3,2,3,1,2,2,2,1,2,1,0,75,75,75,50,75,2,1990.0,2,1,9,3,2,50,36.0,58.3,1
3,4,3,2,3,2,1,3,2,2,75,100,50,100,75,100,1,1959.0,2,1,9,1,6,60,67.0,83.3,1
3,4,4,3,4,2,3,3,2,2,25,25,25,25,25,50,2,1966.0,2,1,9,4,1,33,60.0,29.2,0
4,2,4,3,4,2,2,3,2,1,0,25,25,0,0,25,2,1989.0,2,2,2,2,1,56,37.0,12.5,0
2,2,2,3,2,2,1,3,3,2,75,75,75,100,100,100,2,1990.0,2,1,9,4,2,40,36.0,87.5,1
4,3,3,1,2,3,1,1,2,3,25,25,25,25,25,25,1,1970.0,2,1,2,1,4,42,56.0,25.0,0
3,3,3,3,4,2,2,4,3,1,50,50,50,100,75,75,2,1969.0,1,1,2,2,1,50,57.0,66.7,1
2,2,2,3,2,1,2,3,3,2,50,100,75,100,75,100,2,1989.0,2,1,9,3,1,40,37.0,83.3,1
3,3,3,2,4,3,4,2,1,2,25,25,25,25,25,25,2,1977.0,2,1,9,4,2,24,49.0,25.0,0
4,4,4,4,4,2,1,3,2,2,0,0,0,25,0,25,2,1977.0,2,1,2,1,4,50,49.0,8.3,0
3,3,3,3,2,1,1,3,3,2,50,25,25,75,50,100,2,1977.0,1,1,2,1,4,40,49.0,54.2,1
4,3,2,2,2,2,1,4,3,3,25,25,50,50,50,75,2,1982.0,2,1,9,2,3,40,44.0,45.8,0
3,2,3,3,3,2,1,3,3,2,75,50,75,75,75,75,2,1990.0,2,1,9,3,1,50,36.0,70.8,1
3,3,2,3,4,2,4,3,1,3,0,25,25,25,25,50,2,1981.0,2,1,2,4,3,35,45.0,25.0,0
2,2,2,3,4,3,2,2,1,1,50,50,75,100,100,75,2,1990.0,2,1,9,4,1,47,36.0,75.0,1
2,3,2,4,4,2,1,4,4,3,50,50,75,75,75,75,2,1964.0,2,2,2,1,3,50,62.0,66.7,1
3,4,4,2,2,2,2,2,3,2,25,50,50,75,50,100,2,1962.0,2,1,9,1,5,45,64.0,58.3,1
3,3,2,3,2,2,2,3,2,2,50,75,75,100,75,100,2,1991.0,2,1,9,4,2,50,35.0,79.2,1
4,3,3,1,4,2,2,3,1,1,50,25,25,25,50,50,1,1990.0,2,1,13,4,1,70,36.0,37.5,0
2,2,2,3,3,2,2,2,3,3,25,75,50,50,50,25,2,1989.0,2,1,9,4,1,44,37.0,45.8,0
2,3,2,3,2,2,1,3,3,4,50,50,50,100,75,100,2,1964.0,1,1,2,1,6,30,62.0,70.8,1
2,3,2,1,4,4,3,2,2,2,25,50,50,50,50,75,2,1986.0,2,2,9,3,3,50,40.0,50.0,1
3,2,3,3,3,2,2,3,2,2,25,25,75,50,50,75,2,1991.0,2,1,9,4,2,40,35.0,50.0,1
2,3,2,3,3,2,1,3,4,2,25,25,75,100,100,75,1,1990.0,2,1,9,4,1,40,36.0,66.7,1
4,3,3,2,3,3,2,2,2,2,25,25,25,25,25,75,2,1974.0,2,1,13,2,2,45,52.0,33.3,0
2,3,2,3,3,2,2,3,2,2,50,75,75,75,100,100,2,1970.0,1,2,2,1,1,8,56.0,79.2,1
2,2,3,2,4,2,2,2,2,1,25,25,25,25,25,75,2,1976.0,1,1,10,2,2,25,50.0,33.3,0
2,2,2,3,3,3,3,2,2,1,75,75,75,100,75,75,2,1991.0,9,1,9,4,1,45,35.0,79.2,1
4,3,2,2,3,2,2,1,1,3,50,50,75,100,75,75,2,1982.0,2,1,2,4,3,45,44.0,70.8,1
4,2,3,1,3,3,2,1,4,1,25,75,50,75,75,50,2,1977.0,4,3,2,2,2,60,49.0,58.3,1
4,4,4,3,2,2,2,3,3,2,25,25,50,75,75,100,2,1975.0,2,1,9,4,3,65,51.0,58.3,1
4,3,2,3,2,3,1,2,3,2,25,25,25,25,25,50,2,1988.0,2,1,9,4,2,46,38.0,29.2,0
3,3,3,1,2,2,2,2,3,2,50,50,75,75,50,75,2,1963.0,2,1,9,3,6,60,63.0,62.5,1
4,4,3,1,4,3,4,2,1,1,25,50,50,50,25,75,2,1974.0,2,1,3,4,3,60,52.0,45.8,0
4,4,4,2,4,2,1,2,2,2,25,25,25,25,25,25,2,1971.0,2,1,3,4,3,60,55.0,25.0,0
4,4,4,2,4,2,2,2,1,2,25,50,25,25,25,25,2,1966.0,2,1,15,1,6,60,60.0,29.2,0
1,2,1,3,2,1,1,3,3,3,75,100,100,100,100,100,2,1992.0,2,2,2,1,3,50,34.0,95.8,1
3,3,3,3,2,1,1,3,3,3,25,50,50,50,25,50,2,1982.0,2,1,9,4,3,43,44.0,41.7,0
2,2,2,4,4,2,1,3,2,2,50,50,75,100,100,75,2,1982.0,2,1,2,2,2,35,44.0,75.0,1
3,4,4,2,3,3,4,2,1,3,25,50,25,25,25,50,1,1981.0,2,1,9,4,4,45,45.0,33.3,0
3,4,3,3,3,2,1,3,1,3,25,50,50,100,50,75,2,1983.0,2,2,9,4,2,45,43.0,58.3,1
3,3,2,2,3,4,3,2,2,1,25,25,25,50,25,50,2,1986.0,2,1,9,4,2,50,40.0,33.3,0
2,3,3,2,4,2,1,2,2,2,50,75,100,100,100,100,2,1962.0,2,2,4,1,4,50,64.0,87.5,1
3,2,2,1,4,3,2,1,2,1,25,50,100,100,75,75,2,1968.0,2,1,7,3,2,20,58.0,70.8,1
2,2,3,2,3,3,3,2,1,2,50,100,75,100,75,75,2,1986.0,2,2,2,4,2,45,40.0,79.2,1
4,3,4,1,3,3,3,4,1,1,25,25,25,50,50,50,2,1987.0,2,1,2,1,2,50,39.0,37.5,0
3,3,3,4,2,1,2,3,4,3,25,75,75,100,75,75,1,1972.0,2,1,9,3,4,45,54.0,70.8,1
3,3,3,3,3,2,2,2,2,1,25,25,25,50,25,75,1,1977.0,2,1,4,1,2,70,49.0,37.5,0
2,3,2,3,3,2,4,3,3,3,50,50,100,100,75,75,2,1984.0,2,1,3,4,3,50,42.0,75.0,1
3,2,3,2,1,1,2,2,3,3,25,25,50,75,50,75,2,1993.0,2,1,9,2,1,32,33.0,50.0,1
3,2,3,2,3,1,1,3,3,3,25,25,50,50,50,50,2,1978.0,1,1,13,2,2,30,48.0,41.7,0
3,3,2,3,2,1,1,2,3,2,25,50,50,75,50,100,2,1986.0,2,1,9,4,1,40,40.0,58.3,1
4,4,4,1,3,3,2,3,2,2,25,25,50,50,25,25,2,1984.0,3,2,2,1,2,50,42.0,33.3,0
4,4,3,3,1,2,2,4,4,4,25,25,25,50,25,75,2,1988.0,2,2,2,3,4,42,38.0,37.5,0
3,4,4,1,3,3,1,2,3,2,25,25,25,50,25,50,2,1975.0,1,1,2,1,5,70,51.0,33.3,0
2,2,3,2,4,2,2,2,3,3,50,50,50,75,50,75,1,1964.0,2,1,2,2,6,42,62.0,58.3,1
3,4,4,1,1,1,1,1,3,4,75,75,75,100,75,100,1,1959.0,2,1,10,2,6,60,67.0,83.3,1
4,3,3,3,2,2,1,3,3,2,25,25,75,50,50,75,1,1967.0,1,1,2,1,6,70,59.0,50.0,1
1,3,2,3,3,2,1,2,2,2,100,75,100,100,100,75,1,1965.0,1,2,2,1,4,35,61.0,91.7,1
4,4,3,4,3,1,1,2,2,1,25,75,100,75,25,100,2,1984.0,2,4,9,3,2,60,42.0,66.7,1
3,3,3,1,4,4,2,3,1,1,0,25,25,50,25,50,1,1990.0,2,1,9,4,1,60,36.0,29.2,0
2,2,1,3,4,2,2,2,2,1,25,75,75,75,50,50,1,1954.0,1,1,2,2,4,40,72.0,58.3,1
4,3,3,1,4,4,4,1,1,3,25,25,25,25,25,25,2,1970.0,5,1,2,4,6,70,56.0,25.0,0
4,3,3,3,3,1,2,3,3,2,25,50,25,50,50,75,2,1967.0,2,2,3,4,3,60,59.0,45.8,0
2,2,2,4,2,1,2,4,3,2,25,50,50,75,75,75,2,1981.0,2,2,9,4,4,60,45.0,58.3,1
3,2,3,2,2,2,1,2,3,2,25,50,100,100,75,100,1,1988.0,2,1,13,4,3,45,38.0,75.0,1
3,3,2,2,4,2,2,3,2,2,25,25,50,50,25,50,1,1951.0,1,1,2,2,3,40,75.0,37.5,0
3,3,4,3,1,2,1,3,3,3,25,25,50,25,25,25,2,1987.0,2,1,9,1,4,80,39.0,29.2,0
2,2,3,3,3,3,2,3,2,2,50,50,75,100,75,100,1,1951.0,1,1,15,2,3,40,75.0,75.0,1
3,3,2,3,4,3,2,2,1,1,0,25,25,25,25,50,2,1982.0,5,1,6,2,1,45,44.0,25.0,0
2,3,3,2,3,3,1,2,2,3,25,25,50,50,50,75,1,1966.0,2,1,2,4,5,45,60.0,45.8,0
2,4,3,3,4,2,2,4,2,2,25,50,75,75,25,75,2,1989.0,2,1,2,4,4,42,37.0,54.2,1
3,3,2,3,2,1,1,4,2,2,50,75,100,100,75,100,2,1971.0,2,1,3,4,2,32,55.0,83.3,1
2,2,4,3,1,2,2,3,3,2,50,50,50,75,50,100,2,1990.0,2,1,9,4,1,55,36.0,62.5,1
4,3,4,1,4,1,1,1,1,2,50,50,25,75,50,75,2,1985.0,1,1,2,1,2,60,41.0,54.2,1
2,3,3,3,3,3,4,2,2,3,25,50,50,75,100,75,2,1984.0,2,1,13,3,3,45,42.0,62.5,1
2,3,2,3,3,2,1,3,2,4,25,25,25,50,25,50,2,1987.0,2,1,2,4,4,45,39.0,33.3,0
3,2,3,4,1,3,1,1,3,2,50,50,50,75,75,75,1,1953.0,1,1,2,1,6,60,73.0,62.5,1
2,2,2,3,3,3,2,3,2,2,50,75,75,100,75,100,2,1984.0,2,1,10,4,3,35,42.0,79.2,1
2,2,2,2,2,2,1,2,2,2,50,50,50,100,100,100,2,1978.0,2,1,2,2,1,40,48.0,75.0,1
4,2,3,2,2,2,1,2,2,2,0,25,25,50,25,25,2,1996.0,9,1,9,4,1,65,30.0,25.0,0
3,2,4,2,4,2,3,1,1,1,25,25,25,50,25,25,2,1978.0,1,2,15,4,2,60,48.0,29.2,0
3,2,3,3,3,3,1,2,3,1,0,25,0,25,0,50,2,1979.0,2,1,9,4,2,70,47.0,16.7,0
4,4,4,3,3,3,3,2,2,1,50,50,75,100,75,75,1,1978.0,2,1,9,4,4,70,48.0,70.8,1
3,3,2,2,3,2,2,2,2,2,25,50,75,50,50,75,2,1987.0,2,2,2,4,2,40,39.0,54.2,1
2,2,2,4,4,2,2,3,1,2,25,50,75,75,25,100,2,1982.0,2,1,2,4,1,10,44.0,58.3,1
4,4,4,3,3,3,1,2,3,2,25,25,25,25,25,50,2,1980.0,1,3,13,2,2,60,46.0,29.2,0
