ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1957.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,30,69.0,33.3,0
Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Never,Seldom,Female,1960.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,40,66.0,29.2,0
Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Male,1965.0,Employed,Small Animal Medicine,Mecklenburg-Vorpommern,5000 pop. aprox.,6. more than 5000 eur,60,61.0,41.7,0
Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Sometimes,Often,Seldom,Often,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,65,40.0,58.3,1
Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Always,Always,Often,Female,1988.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,38.0,79.2,1
Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Often,Often,Often,Always,Female,1979.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,22,47.0,62.5,1
Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1985.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,60,41.0,58.3,1
Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1984.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,50,42.0,25.0,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1969.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,5. 4000 to 5000 eur,60,57.0,29.2,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Never,Never,Never,Seldom,Seldom,Sometimes,Female,1989.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,3. 2000 to 3000 eur,45,37.0,16.7,0
Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Often,Sometimes,Always,Male,1981.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,4. 3000 to 4000 eur,60,45.0,54.2,1
Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1982.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,55,44.0,45.8,0
Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Never,Never,Never,Seldom,Never,Seldom,Female,1986.0,Employed,Farm Animals,Saxony (Sachsen),20000 pop. aprox.,2. 1000 to 2000 eur,65,40.0,8.3,0
Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Never,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1981.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,10,45.0,37.5,0
Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Always,Female,1988.0,Employed,Farm Animals,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,45,38.0,50.0,1
Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1978.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,12,48.0,29.2,0
Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Hamburg,20000 pop. aprox.,3. 2000 to 3000 eur,43,38.0,37.5,0
Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1976.0,Employed,Horses,Mecklenburg-Vorpommern,5000 pop. aprox.,4. 3000 to 4000 eur,55,50.0,54.2,1
Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Often,Female,1972.0,Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,1. less than 1000 eur,16,54.0,41.7,0
Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Often,Sometimes,Often,Male,1980.0,Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,70,46.0,50.0,1
Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,40,41.0,33.3,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Always,Sometimes,Always,Female,1991.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,1. less than 1000 eur,0,35.0,70.8,1
Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Often,Often,Often,Often,Male,1951.0,Self-Employed,Farm Animals,Bavaria,20000 pop. aprox.,5. 4000 to 5000 eur,24,75.0,66.7,1
Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1968.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,35,58.0,66.7,1
Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Male,1954.0,Self-Employed,Horses,Hessen,5000 pop. aprox.,6. more than 5000 eur,60,72.0,33.3,0
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Often,Female,1970.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,40,56.0,45.8,0
Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Sometimes,Always,Sometimes,Always,Always,Always,Female,1974.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,12,52.0,83.3,1
Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Often,Often,Always,Always,Always,Always,Female,1959.0,Self-Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,35,67.0,91.7,1
Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1975.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,22,51.0,25.0,0
Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Female,1966.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,40,60.0,66.7,1
Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Seldom,Seldom,Seldom,Seldom,Always,Male,1970.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,6. more than 5000 eur,60,56.0,37.5,0
Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1984.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,50,42.0,41.7,0
Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Seldom,Often,Sometimes,Often,Sometimes,Always,Female,1990.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,50,36.0,62.5,1
Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Often,Sometimes,Seldom,Always,Male,1962.0,Self-Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,80,64.0,50.0,1
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1964.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,6. more than 5000 eur,60,62.0,33.3,0
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Sometimes,Often,Often,Sometimes,Sometimes,Often,Female,1982.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,6. more than 5000 eur,45,44.0,62.5,1
Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Often,Often,Always,Always,Always,Always,Female,1985.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,41.0,91.7,1
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Often,Often,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,26,45.0,45.8,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Always,Often,Often,Female,1984.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,45,42.0,75.0,1
Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Always,Female,1979.0,Employed,Small Animal Medicine,Brandenburg,20000 pop. aprox.,3. 2000 to 3000 eur,45,47.0,79.2,1
Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Often,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,22,49.0,58.3,1
Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Often,Always,Sometimes,Sometimes,Male,1965.0,Self-Employed,Small Animal Medicine,Brandenburg,20000 pop. aprox.,2. 1000 to 2000 eur,50,61.0,54.2,1
Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1977.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,49.0,25.0,0
Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1967.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,23,59.0,66.7,1
Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1962.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,4. 3000 to 4000 eur,60,64.0,50.0,1
Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Male,1971.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,47,55.0,50.0,1
Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1975.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,5. 4000 to 5000 eur,38,51.0,29.2,0
Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Sometimes,Often,Always,Often,Always,Always,Female,1988.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,38.0,83.3,1
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Male,1969.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,6. more than 5000 eur,50,57.0,58.3,1
Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Seldom,Often,Often,Often,Sometimes,Seldom,Female,1991.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,1. less than 1000 eur,35,35.0,54.2,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Always,Always,Female,1980.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,5. 4000 to 5000 eur,40,46.0,79.2,1
Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,40,41.0,37.5,0
Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Male,1985.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,20,41.0,58.3,1
Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Often,Female,1978.0,Parental Leave,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,48.0,45.8,0
Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Always,Always,Often,Always,Female,1984.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,42.0,70.8,1
Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Always,Female,1973.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,2. 1000 to 2000 eur,25,53.0,79.2,1
Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1979.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,42,47.0,66.7,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Sometimes,Always,Always,Always,Always,Always,Male,1969.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,4. 3000 to 4000 eur,40,57.0,91.7,1
Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Seldom,Always,Often,Often,Sometimes,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,25,38.0,62.5,1
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Often,Often,Often,Sometimes,Always,Female,1951.0,Other,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,50,75.0,66.7,1
Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Often,Male,1985.0,Employed,Farm Animals,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,41.0,75.0,1
Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Sometimes,Often,Always,Often,Often,Female,1989.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,45,37.0,66.7,1
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Male,1954.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,6. more than 5000 eur,60,72.0,62.5,1
Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Often,Always,Always,Always,Male,1953.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,45,73.0,83.3,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Often,Often,Often,Always,Female,1987.0,Employed,Horses,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,66.7,1
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1974.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,20,52.0,33.3,0
Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,45.0,41.7,0
Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Sometimes,Often,Often,Always,Often,Often,Female,1989.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,35,37.0,75.0,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Female,1977.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,9,49.0,20.8,0
Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Seldom,Sometimes,Often,Sometimes,Sometimes,Often,Female,1965.0,Other,Small Animal Medicine,Hessen,50000 pop. aprox.,6. more than 5000 eur,60,61.0,54.2,1
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Often,Male,1989.0,Employed,Small Animal Medicine,Mecklenburg-Vorpommern,100000 pop. aprox.,2. 1000 to 2000 eur,40,37.0,41.7,0
Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1973.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,55,53.0,29.2,0
Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Female,1988.0,Employed,Horses,Berlin,5000 pop. aprox.,2. 1000 to 2000 eur,50,38.0,58.3,1
Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Female,1963.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,60,63.0,37.5,0
Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Always,Always,Sometimes,Female,1984.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,42.0,70.8,1
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,50,49.0,54.2,1
Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Seldom,Seldom,Sometimes,Often,Often,Always,Male,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,60,67.0,58.3,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Never,Seldom,Sometimes,Often,Seldom,Always,Male,1962.0,Self-Employed,Small Animal Medicine,Brandenburg,5000 pop. aprox.,3. 2000 to 3000 eur,60,64.0,45.8,0
Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Sometimes,Always,Often,Often,Female,1974.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,45,52.0,75.0,1
Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Male,1952.0,Self-Employed,Small Animal Medicine,Bremen,100000 pop. aprox.,1. less than 1000 eur,20,74.0,45.8,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1989.0,Employed,Horses,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,48,37.0,25.0,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1951.0,Employed,Farm Animals,Baden-Wurttemberg,100000 pop. aprox.,5. 4000 to 5000 eur,41,75.0,33.3,0
