ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
3,3,3,3,2,2,2,3,3,4,25,25,75,100,50,75,1,1967.0,2,2,2,1,3,50,58.33,0
3,2,3,2,3,2,2,3,3,3,50,50,75,75,75,75,1,1941.0,1,1,2,2,1,0,66.67,1
2,2,2,3,2,2,2,3,3,2,50,75,75,100,100,75,2,1991.0,2,1,9,1,2,55,79.17,1
2,3,2,2,3,2,2,2,2,2,25,50,75,75,50,75,2,1984.0,2,1,1,2,1,36,58.33,0
2,3,3,2,3,3,2,2,2,2,25,25,25,50,25,50,2,1973.0,2,1,9,2,2,33,33.33,0
3,2,3,3,3,2,2,3,3,2,25,25,75,75,50,75,1,1988.0,2,1,10,2,2,50,54.17,0
2,3,2,3,2,1,2,3,3,3,25,25,25,25,25,25,1,1927.0,2,1,9,4,4,30,25.0,0
3,3,2,3,3,2,2,3,2,2,50,50,50,50,75,75,2,1955.0,2,1,2,4,2,30,58.33,0
4,3,2,2,2,3,1,2,3,2,50,25,50,50,50,50,1,1985.0,2,1,2,4,3,57,45.83,0
4,3,2,1,4,2,3,2,2,2,25,75,50,50,50,100,2,1981.0,2,1,1,3,3,52,58.33,0
4,4,4,4,3,1,1,4,2,1,25,25,50,75,75,75,2,1974.0,2,1,2,2,1,10,54.17,0
1,3,2,4,1,1,1,4,4,4,75,75,75,100,75,75,1,1959.0,1,1,1,4,6,55,79.17,1
3,4,4,2,4,4,1,1,1,1,25,50,50,75,75,75,1,1969.0,2,2,1,4,4,50,58.33,0
4,3,3,3,2,1,1,4,3,3,50,50,100,100,75,75,1,1964.0,2,1,3,4,3,40,75.0,1
3,3,4,3,2,3,2,3,3,2,25,25,25,50,50,75,2,1967.0,1,1,14,1,1,60,41.67,0
4,4,4,1,4,4,3,1,1,1,0,25,25,25,25,25,2,1966.0,2,1,6,3,4,41,20.83,0
3,3,2,4,2,2,2,2,3,2,50,50,50,50,50,75,2,1979.0,2,1,2,2,2,60,54.17,0
3,2,4,3,3,3,2,2,3,2,25,50,25,75,50,75,2,1968.0,1,2,15,1,3,45,50.0,0
3,2,2,3,3,2,3,2,2,1,50,50,50,75,50,100,2,1990.0,2,1,2,4,2,45,62.5,0
2,3,3,3,3,3,4,1,2,1,25,0,0,25,25,0,2,1958.0,2,1,9,1,1,52,12.5,0
4,3,3,3,1,2,2,2,3,2,25,25,25,25,25,75,2,1984.0,1,1,2,1,4,70,33.33,0
1,2,1,3,2,2,2,3,3,3,50,50,75,100,75,75,2,1978.0,1,1,1,4,2,32,70.83,1
2,2,3,2,3,3,1,3,3,3,25,50,50,75,50,75,2,1962.0,1,2,1,1,6,50,54.17,0
2,2,2,4,3,1,1,3,2,1,25,50,50,50,25,25,2,1976.0,2,3,7,1,2,30,37.5,0
3,4,4,3,2,2,2,3,3,3,25,25,50,50,50,50,2,1968.0,1,1,2,1,6,45,41.67,0
4,4,4,2,4,4,1,2,1,1,25,25,25,50,25,25,2,1966.0,2,1,2,3,5,45,29.17,0
3,3,3,2,1,1,1,2,3,2,50,25,75,100,75,75,2,1977.0,1,1,4,2,3,40,66.67,1
2,3,2,3,2,1,1,3,3,3,75,50,75,75,50,100,2,1990.0,2,1,9,4,2,38,70.83,1
2,3,2,3,1,1,3,3,3,3,50,50,25,50,75,75,2,1983.0,2,1,2,4,3,42,54.17,0
2,3,2,3,4,2,3,2,2,2,25,75,50,75,50,75,1,1979.0,2,1,3,4,3,40,58.33,0
1,4,3,2,4,3,1,3,1,2,50,75,50,100,100,75,1,1976.0,2,1,7,3,4,40,75.0,1
3,4,2,3,2,2,1,3,3,3,25,25,25,75,25,75,1,1958.0,1,1,1,1,1,65,41.67,0
4,4,4,4,1,3,1,3,3,1,25,25,25,25,25,25,2,1976.0,1,1,9,2,6,60,25.0,0
3,3,3,3,2,3,2,2,3,3,25,50,25,25,50,75,2,1976.0,2,1,9,1,3,40,41.67,0
3,3,4,4,2,1,1,3,2,1,25,75,50,100,50,100,1,1972.0,1,1,9,1,6,50,66.67,1
3,3,3,3,2,2,2,2,3,2,0,0,25,25,25,50,2,1976.0,2,1,2,2,3,35,20.83,0
4,4,3,1,4,4,4,1,1,2,25,50,25,50,25,50,1,1960.0,2,1,11,1,6,42,37.5,0
4,4,3,3,4,2,1,2,2,2,50,50,50,75,50,75,2,1972.0,2,1,8,1,3,45,58.33,0
3,4,3,1,3,2,1,1,2,2,0,25,0,0,0,0,2,1986.0,2,1,10,4,3,50,4.17,0
2,3,1,1,1,2,1,3,4,4,50,50,75,100,100,100,1,1985.0,1,1,2,1,6,45,79.17,1
4,4,2,3,3,3,2,3,3,4,25,25,50,75,50,50,2,1973.0,1,1,13,1,5,55,45.83,0
3,3,3,2,3,3,2,2,2,2,0,0,0,0,0,0,2,1951.0,1,1,1,2,4,60,0.0,0
3,4,2,3,4,3,3,2,2,1,50,75,75,100,100,100,2,1962.0,1,2,1,4,1,40,83.33,1
3,4,4,2,2,2,1,2,2,2,25,50,25,50,25,25,2,1975.0,9,1,9,1,4,50,33.33,0
3,2,3,3,3,3,2,2,2,2,50,50,25,50,75,50,2,1974.0,2,1,9,1,3,40,50.0,0
1,1,2,3,3,2,2,3,2,3,50,100,100,100,100,100,2,1980.0,2,1,14,1,6,40,91.67,1
4,4,4,3,2,1,1,2,3,3,25,25,75,50,25,50,2,1980.0,2,1,10,4,4,48,41.67,0
3,4,3,1,4,3,1,1,1,1,25,25,25,25,25,50,2,1979.0,2,1,14,3,3,60,29.17,0
3,4,3,3,1,2,1,3,3,1,25,25,50,50,50,75,2,1980.0,1,2,1,2,2,50,45.83,0
2,3,3,2,3,2,2,2,3,2,0,25,25,25,25,50,2,1971.0,2,2,11,3,3,35,25.0,0
3,3,3,3,1,1,1,3,3,3,50,75,75,100,75,100,1,1953.0,1,1,2,1,6,70,79.17,1
4,4,3,2,3,3,2,2,2,1,25,25,25,50,50,50,2,1981.0,2,1,13,4,2,60,37.5,0
3,3,3,1,4,3,3,2,2,1,25,25,25,50,50,50,2,1971.0,2,1,9,1,2,30,37.5,0
4,3,3,3,2,1,1,3,3,3,50,75,50,75,75,75,2,1987.0,2,1,11,1,3,44,66.67,1
3,4,3,2,3,1,1,2,2,2,25,50,50,50,50,75,2,1974.0,2,1,7,3,4,50,50.0,0
4,3,2,3,2,1,1,2,3,1,25,25,25,25,25,50,2,1971.0,2,1,3,4,2,40,29.17,0
4,4,4,3,4,4,1,1,1,1,25,25,25,25,25,25,2,1980.0,1,1,9,0,1,40,25.0,0
3,3,3,2,3,2,2,2,2,2,25,25,25,25,25,50,2,1990.0,2,2,10,4,3,75,29.17,0
3,3,4,4,1,1,1,3,3,3,25,25,25,75,25,50,1,1975.0,2,2,1,3,4,42,37.5,0
3,4,2,3,3,1,1,2,3,2,50,50,100,100,100,100,2,1965.0,1,1,11,4,2,36,83.33,1
2,3,3,2,3,2,1,2,2,2,50,50,75,100,75,75,2,1956.0,2,1,10,3,1,30,70.83,1
3,3,3,2,4,3,2,2,1,2,50,50,50,75,75,75,2,1962.0,2,1,4,1,4,50,62.5,0
3,2,3,3,1,2,2,3,3,3,25,50,50,100,50,75,2,1964.0,1,1,7,1,1,60,58.33,0
3,3,3,2,3,2,2,2,2,3,50,50,50,75,75,50,2,1960.0,7,3,9,2,2,0,58.33,0
2,3,2,1,4,4,4,2,2,1,25,75,50,50,25,100,2,1971.0,5,1,2,1,1,0,54.17,0
4,3,4,2,3,3,2,2,2,2,25,25,25,25,25,25,2,1982.0,2,1,10,2,2,40,25.0,0
3,2,3,3,2,2,1,2,3,1,50,50,75,50,50,75,2,1988.0,2,2,9,4,2,40,58.33,0
3,3,3,2,3,2,2,2,2,1,25,25,25,50,50,50,2,1990.0,2,1,1,4,2,80,37.5,0
4,4,4,3,2,1,1,3,3,3,50,50,50,50,50,50,2,1976.0,2,1,14,3,3,48,50.0,0
3,3,2,2,3,2,2,2,2,1,50,50,50,50,50,50,2,1981.0,3,1,2,4,1,60,50.0,0
3,3,3,3,1,2,2,3,3,2,50,25,25,50,50,75,2,1978.0,2,2,9,4,2,20,45.83,0
4,4,4,2,4,2,2,2,2,2,0,25,25,25,25,25,2,1983.0,2,1,4,3,3,40,20.83,0
3,4,3,3,3,2,1,3,3,3,25,50,0,25,25,50,2,1980.0,2,1,9,4,4,42,29.17,0
1,1,1,4,3,2,3,3,3,1,100,100,100,100,100,50,2,1977.0,2,2,2,1,1,10,91.67,1
4,2,3,4,2,2,2,3,3,1,25,75,100,100,75,100,2,1989.0,2,2,13,4,2,60,79.17,1
2,2,3,2,4,3,3,1,2,1,0,0,0,0,0,50,2,1980.0,4,3,2,2,2,50,8.33,0
4,4,3,1,4,4,3,1,2,1,0,0,0,0,0,25,2,1977.0,1,1,2,1,2,80,4.17,0
3,3,3,4,2,1,1,3,3,3,25,25,50,50,25,50,2,1974.0,1,1,9,4,6,60,37.5,0
3,3,3,2,2,3,2,1,3,2,0,0,0,0,0,50,2,1988.0,2,1,2,1,5,35,8.33,0
4,3,4,1,3,3,3,1,2,1,25,25,25,25,25,25,2,1982.0,2,1,10,4,1,30,25.0,0
4,3,4,3,2,3,1,3,3,2,50,25,50,25,50,50,2,1960.0,1,1,4,3,3,50,41.67,0
4,3,3,2,2,2,1,2,3,3,25,75,25,100,50,75,1,1969.0,2,1,9,1,4,35,58.33,0
3,3,3,1,4,3,2,1,2,3,50,50,25,50,50,50,2,1982.0,2,3,1,2,3,50,45.83,0
3,3,3,3,3,1,2,3,3,3,25,50,100,75,50,25,2,1970.0,2,1,9,2,3,32,54.17,0
3,2,3,3,3,2,2,2,2,2,50,50,50,75,50,75,2,1957.0,2,1,7,1,2,25,58.33,0
3,3,3,4,2,2,1,4,3,3,50,50,25,75,50,50,2,1968.0,2,2,15,2,3,0,50.0,0
3,3,3,3,3,3,2,2,2,3,25,25,25,50,25,75,2,1966.0,1,1,2,2,4,60,37.5,0
3,2,3,3,2,2,1,2,3,2,25,25,50,50,25,75,2,1982.0,1,3,13,2,1,60,41.67,0
3,2,2,3,2,2,2,3,3,3,75,75,50,50,75,75,1,1946.0,7,2,1,2,1,3,66.67,1
1,2,1,3,4,3,2,3,3,4,50,50,50,75,75,75,1,1970.0,2,1,13,4,4,37,62.5,0
4,3,3,2,4,3,4,1,1,2,25,25,25,25,25,50,2,2000.0,2,1,2,1,2,75,29.17,0
4,2,4,2,3,4,2,2,2,4,0,0,25,25,25,25,2,1983.0,2,1,2,3,2,72,16.67,0
4,4,4,2,3,3,2,2,3,2,25,50,50,50,50,75,2,1980.0,2,1,1,3,2,55,50.0,0
2,3,3,3,3,2,1,3,3,2,25,50,75,50,50,25,2,1978.0,2,1,7,1,2,33,45.83,0
2,2,2,3,2,2,1,3,3,4,50,75,50,75,75,100,1,1961.0,1,1,2,1,6,45,70.83,1
2,3,2,1,4,2,2,4,4,1,25,25,50,100,75,75,2,1966.0,1,2,2,2,2,50,58.33,0
3,3,2,2,2,2,2,2,3,3,50,75,75,100,75,100,2,1984.0,2,1,1,2,1,50,79.17,1
2,3,2,2,3,2,3,2,2,1,50,75,25,75,75,100,2,1978.0,6,1,1,2,2,0,66.67,1
2,2,2,2,2,1,2,3,3,3,75,100,75,100,100,100,2,1987.0,2,1,9,4,3,43,91.67,1
3,3,3,4,2,1,1,4,4,4,25,25,50,75,25,75,2,1968.0,2,2,8,2,3,30,45.83,0
3,2,3,3,2,2,1,3,3,2,50,50,50,75,50,50,2,1972.0,1,1,1,2,2,45,54.17,0
3,4,4,2,3,4,2,2,2,2,0,25,0,25,0,0,2,1967.0,2,2,1,1,5,45,8.33,0
3,3,3,2,3,3,2,2,2,2,25,25,25,25,25,50,2,1968.0,1,1,4,2,4,42,29.17,0
3,2,2,3,2,2,1,2,2,1,25,25,25,25,25,75,1,1968.0,1,1,10,1,5,60,33.33,0
3,4,3,3,2,3,2,2,3,3,50,75,50,75,75,25,2,1964.0,2,1,15,4,3,40,58.33,0
4,4,4,1,3,4,4,1,1,2,0,25,25,25,0,50,2,1977.0,1,2,11,1,2,60,20.83,0
4,3,3,2,3,3,4,1,1,2,25,0,25,50,25,75,2,1968.0,2,1,15,2,2,45,33.33,0
3,3,3,3,4,3,2,2,2,1,50,25,50,75,50,50,2,1989.0,2,1,11,4,2,60,50.0,0
4,4,4,1,3,4,1,1,2,1,25,25,25,50,75,50,2,1963.0,2,1,1,3,2,30,41.67,0
2,3,2,3,3,1,1,2,2,3,25,50,25,75,75,50,2,1977.0,9,2,13,1,3,45,50.0,0
3,4,3,1,3,3,3,1,2,1,0,25,0,25,25,50,2,1984.0,2,2,9,1,2,65,20.83,0
3,2,4,4,2,1,1,3,3,3,25,25,25,50,25,25,2,1968.0,1,1,7,4,3,50,29.17,0
3,2,3,3,3,3,2,2,3,3,25,25,25,50,50,50,2,1985.0,1,1,1,1,1,12,37.5,0
3,3,3,3,2,2,2,2,2,2,50,25,0,50,50,100,2,1982.0,2,1,2,0,3,0,45.83,0
3,1,3,3,1,2,1,3,4,3,50,50,75,100,75,100,1,1959.0,1,1,10,4,5,35,75.0,1
2,2,1,4,2,2,1,4,3,4,50,75,75,100,50,75,1,1940.0,1,1,3,1,3,38,70.83,1
4,3,2,4,2,2,1,3,3,3,50,75,75,50,75,75,1,1979.0,1,2,15,1,6,55,66.67,1
2,2,2,2,3,1,1,3,2,3,25,50,50,75,75,50,2,1976.0,2,1,8,1,3,38,54.17,0
4,4,4,2,3,3,1,2,2,2,25,25,25,50,25,50,1,1974.0,2,1,16,1,3,45,33.33,0
3,2,2,2,4,3,2,2,2,2,25,25,25,50,25,25,2,1971.0,2,1,11,1,3,40,29.17,0
3,4,3,3,2,2,1,3,3,3,25,50,75,75,75,75,1,1981.0,2,1,1,1,5,41,62.5,0
3,3,3,1,1,2,2,1,3,3,50,75,25,50,50,25,2,1986.0,2,1,1,4,3,0,45.83,0
4,4,4,2,4,3,2,1,1,1,25,0,0,0,0,25,2,1966.0,2,1,2,4,3,32,8.33,0
4,3,4,1,3,3,2,1,2,2,25,50,50,75,50,50,2,1982.0,4,1,9,4,1,70,50.0,0
3,3,4,3,1,1,1,3,4,4,25,25,75,75,50,75,2,1982.0,1,1,2,1,6,100,54.17,0
3,4,3,2,3,2,3,2,2,1,25,50,50,50,50,75,2,1965.0,1,1,3,4,2,40,50.0,0
2,3,2,1,4,3,1,1,1,3,25,25,25,50,25,50,2,1975.0,2,1,4,3,3,40,33.33,0
3,4,3,3,2,2,2,3,3,3,25,50,50,75,50,75,2,1960.0,2,1,1,1,5,50,54.17,0
4,4,4,3,4,3,1,2,2,2,50,50,50,50,50,75,2,1961.0,2,1,12,4,5,40,54.17,0
2,2,2,2,4,2,1,1,1,1,50,75,25,50,25,100,2,1974.0,2,2,10,4,3,38,54.17,0
2,2,2,4,2,2,1,3,3,2,50,50,75,100,75,100,2,1968.0,1,2,10,3,4,40,75.0,1
3,3,2,4,2,2,1,4,4,2,25,25,75,100,50,100,2,1978.0,2,1,2,4,4,40,62.5,0
4,4,2,1,3,2,1,1,2,1,25,25,25,25,25,25,2,1977.0,2,1,2,4,3,50,25.0,0
4,4,3,2,4,3,3,2,2,1,25,25,25,25,25,25,2,1983.0,2,1,9,4,2,45,25.0,0
4,3,3,3,3,2,2,2,2,2,50,50,50,75,75,75,2,1978.0,2,2,2,2,2,48,62.5,0
4,3,3,3,3,2,2,3,1,3,25,25,25,25,25,50,2,1969.0,2,1,1,4,5,45,29.17,0
4,2,2,2,3,2,2,3,2,2,75,75,75,100,50,75,1,1962.0,2,2,14,1,4,60,75.0,1
3,3,4,2,2,1,1,3,3,3,25,50,100,75,50,75,2,1972.0,4,1,4,4,1,45,62.5,0
4,4,4,1,4,3,1,1,1,2,25,25,50,75,25,50,1,1962.0,2,1,9,1,4,43,41.67,0
3,3,3,1,3,3,3,1,1,1,25,25,25,50,25,25,1,1974.0,2,1,1,1,1,42,29.17,0
1,3,2,3,3,2,1,3,3,2,75,50,75,100,75,75,1,1951.0,1,1,9,2,4,22,75.0,1
2,4,4,3,1,1,1,4,3,4,50,75,50,50,75,100,2,1974.0,1,1,10,3,4,30,66.67,1
3,1,2,4,3,1,1,4,3,4,75,100,75,75,100,100,2,1985.0,2,1,10,3,3,40,87.5,1
3,3,2,2,3,3,3,1,2,3,25,25,25,50,50,50,2,1987.0,2,1,1,2,2,24,37.5,0
3,2,2,3,2,2,2,3,2,2,50,50,75,100,75,75,2,1983.0,2,1,14,2,2,30,70.83,1
3,4,3,3,4,2,2,3,2,2,25,50,25,25,25,75,2,1960.0,1,1,9,1,1,90,37.5,0
3,3,2,2,2,2,2,3,2,2,25,50,25,50,50,50,2,1964.0,1,2,9,1,1,30,41.67,0
3,4,4,2,3,2,2,2,3,2,25,50,50,75,75,75,2,1969.0,2,1,1,2,3,40,58.33,0
4,3,3,2,3,3,3,2,2,3,25,25,25,50,50,75,2,1978.0,1,1,15,1,4,70,41.67,0
2,2,3,3,3,2,1,3,3,2,50,75,75,100,75,75,2,1965.0,1,2,2,1,4,50,75.0,1
3,3,4,3,1,1,1,3,3,1,75,75,75,75,75,100,1,1968.0,1,1,9,1,2,50,79.17,1
2,2,2,3,3,2,2,3,2,3,25,50,75,50,75,75,2,1969.0,2,2,1,1,3,35,58.33,0
3,3,3,3,2,2,1,3,3,3,25,25,25,25,25,50,1,1972.0,1,1,9,1,6,50,29.17,0
2,2,4,4,3,1,1,1,4,1,75,75,75,100,100,100,1,1945.0,2,1,3,4,6,72,87.5,1
3,3,3,3,2,1,2,3,3,1,25,25,50,75,25,50,2,1985.0,2,1,2,1,2,65,41.67,0
2,2,3,3,2,1,1,3,3,3,50,75,50,50,50,75,2,1975.0,2,1,1,3,4,44,58.33,0
2,2,2,3,3,2,1,2,2,3,25,50,75,100,100,50,2,1959.0,1,1,9,1,3,50,66.67,1
3,2,3,3,2,2,2,3,3,3,50,50,75,75,75,100,1,1953.0,1,1,7,4,1,30,70.83,1
3,2,2,1,4,3,4,1,1,1,50,75,25,75,50,50,2,1974.0,5,1,13,2,2,20,54.17,0
3,2,3,2,4,1,1,3,3,1,75,50,50,75,75,75,2,1980.0,9,1,2,3,1,70,66.67,1
3,3,3,2,4,2,3,2,1,2,50,50,50,75,50,100,1,1963.0,2,1,2,4,3,50,62.5,0
2,3,4,4,3,2,2,3,2,2,50,50,75,75,50,50,2,1979.0,2,1,1,3,6,50,58.33,0
2,2,3,4,1,1,1,3,3,3,50,50,75,100,75,75,2,1977.0,1,1,2,1,3,50,70.83,1
2,2,2,3,3,2,2,3,3,3,50,50,50,75,50,75,2,1984.0,2,1,11,1,4,42,58.33,0
4,4,4,4,2,2,2,3,3,3,25,50,25,50,50,50,2,1962.0,9,1,6,2,4,50,41.67,0
3,3,2,4,2,1,1,4,3,3,50,75,75,100,100,75,2,1979.0,2,1,7,2,3,25,79.17,1
2,2,2,2,1,1,1,2,3,2,50,100,50,100,75,100,2,1956.0,1,1,16,3,5,60,79.17,1
3,1,2,3,4,1,1,4,4,4,50,75,100,100,75,100,2,1962.0,1,1,2,1,3,50,83.33,1
3,3,4,3,2,3,1,3,3,3,25,50,50,25,25,25,2,1967.0,2,1,9,2,4,40,33.33,0
4,3,4,1,3,4,1,1,2,2,0,0,0,0,0,0,2,1980.0,2,1,1,3,3,50,0.0,0
2,2,2,3,3,2,2,3,3,3,75,50,50,100,100,100,2,1970.0,1,1,13,4,2,30,79.17,1
2,2,2,4,3,1,1,3,3,4,75,75,50,100,75,100,2,1954.0,6,1,4,3,1,6,79.17,1
3,2,3,3,2,1,1,3,3,3,25,50,100,100,75,75,1,1977.0,1,1,9,1,5,60,70.83,1
3,4,2,2,3,3,3,2,2,1,25,25,50,75,50,50,2,1984.0,2,1,13,4,2,60,45.83,0
4,4,4,2,4,4,4,1,1,1,0,0,0,50,0,50,2,1956.0,9,1,6,4,1,100,16.67,0
3,3,4,2,4,4,4,2,1,3,50,50,50,75,50,50,2,1970.0,2,1,9,2,2,35,54.17,0
3,4,4,2,3,3,3,1,2,1,25,25,25,50,25,50,2,1966.0,1,1,9,3,2,60,33.33,0
3,4,2,2,3,2,2,2,2,2,75,50,75,50,50,100,2,1986.0,2,1,14,2,2,43,66.67,1
4,4,3,2,3,2,2,2,3,1,25,25,25,25,25,50,2,1974.0,1,2,7,2,2,60,29.17,0
3,4,3,1,4,2,2,3,1,1,25,25,25,75,25,50,2,1969.0,1,1,7,3,1,30,37.5,0
3,3,3,2,3,3,4,4,3,3,25,25,25,25,25,50,2,1960.0,2,1,1,3,2,40,29.17,0
3,3,3,2,4,2,2,2,2,2,25,50,50,75,50,75,1,1970.0,2,1,1,1,2,60,54.17,0
3,2,3,3,3,2,2,2,4,1,50,50,75,100,75,100,2,1982.0,2,1,15,4,2,30,75.0,1
2,2,3,3,2,2,1,3,3,3,50,75,100,100,75,100,2,1967.0,1,2,10,3,3,32,83.33,1
2,3,2,3,3,3,3,3,2,2,50,75,50,75,75,75,2,1983.0,2,3,15,4,3,40,66.67,1
3,2,3,3,3,1,1,3,3,3,50,50,75,50,75,75,1,1997.0,2,1,15,1,1,42,62.5,0
3,3,2,3,1,1,1,3,3,3,75,100,100,75,100,100,2,1986.0,1,2,7,1,3,50,91.67,1
3,2,3,3,3,2,1,3,2,1,50,25,50,75,75,50,2,1989.0,2,1,9,4,2,42,54.17,0
3,3,2,3,4,2,2,3,1,2,50,50,75,100,75,100,1,1960.0,2,1,9,1,3,70,75.0,1
2,2,3,3,3,2,2,3,2,2,50,75,75,75,75,75,1,1967.0,1,1,2,1,3,40,70.83,1
3,3,4,1,3,2,1,1,2,1,50,50,25,50,25,100,2,1965.0,1,1,2,2,3,45,50.0,0
3,3,3,3,2,2,2,3,3,2,50,50,75,75,50,75,2,1964.0,1,1,7,2,6,48,62.5,0
4,4,4,2,3,1,2,2,2,2,50,50,75,75,75,75,2,1983.0,3,1,9,2,2,23,66.67,1
3,3,2,3,3,2,2,3,3,3,25,25,75,100,50,50,2,1986.0,2,1,4,3,2,45,54.17,0
3,3,3,3,3,2,2,3,3,2,25,25,50,50,50,50,2,1969.0,1,1,9,1,2,35,41.67,0
2,2,2,2,4,3,2,1,2,2,50,50,50,50,50,75,2,1970.0,2,2,15,1,1,20,54.17,0
1,2,2,4,4,1,1,3,3,3,50,75,75,100,75,100,2,1980.0,2,1,2,4,3,40,79.17,1
4,2,3,3,3,2,2,3,2,1,50,25,75,100,100,100,2,1973.0,2,2,15,3,2,40,75.0,1
3,3,2,3,2,2,2,3,3,3,25,25,25,75,75,50,2,1985.0,2,3,7,3,1,20,45.83,0
3,3,3,2,3,2,2,2,2,2,25,25,25,25,25,25,2,1983.0,2,1,2,3,2,45,25.0,0
3,4,4,4,2,1,1,4,4,4,50,75,100,100,75,100,1,1959.0,2,1,9,1,6,50,83.33,1
3,1,3,1,4,3,1,1,1,1,25,75,75,75,50,100,2,1989.0,2,1,13,3,2,54,66.67,1
4,4,4,3,3,4,3,1,2,1,0,0,25,25,0,25,1,1981.0,2,1,9,1,3,60,12.5,0
3,3,2,3,2,2,2,2,3,1,25,25,25,25,25,50,2,1988.0,2,1,1,1,2,65,29.17,0
3,2,3,2,3,2,2,2,2,1,25,25,50,75,50,75,1,1963.0,1,1,11,1,3,60,50.0,0
4,2,3,4,3,2,2,4,2,3,25,50,25,75,50,75,2,1984.0,2,1,2,2,4,70,50.0,0
2,3,2,4,2,1,1,4,4,3,50,50,75,100,100,75,2,1972.0,2,1,14,4,3,40,75.0,1
3,3,2,2,3,2,2,2,2,2,50,75,50,50,25,75,2,1986.0,2,1,11,1,2,42,54.17,0
3,3,3,3,2,2,1,3,3,3,25,25,25,25,25,75,2,1973.0,1,1,2,1,3,40,33.33,0
2,3,3,2,3,2,3,2,2,2,25,50,25,50,25,75,2,1982.0,1,1,2,3,1,25,41.67,0
3,3,2,3,1,2,1,4,4,2,75,50,50,75,75,75,2,1956.0,1,1,9,2,2,60,66.67,1
3,3,3,2,3,3,1,2,2,2,0,25,25,50,0,50,2,1962.0,2,1,1,1,1,45,25.0,0
3,3,2,2,3,1,1,3,3,3,50,25,50,75,50,50,1,1973.0,2,1,3,4,1,20,50.0,0
3,3,3,2,2,2,2,3,3,3,25,25,50,50,50,50,1,1974.0,1,2,1,4,2,0,41.67,0
3,3,3,3,4,3,1,2,3,2,0,25,25,25,25,75,2,1990.0,2,1,3,4,2,40,29.17,0
4,4,4,2,3,3,2,1,2,2,0,0,0,25,25,75,2,1975.0,2,1,2,3,0,65,20.83,0
4,2,3,1,4,3,1,1,1,1,25,25,25,25,25,25,2,1979.0,2,1,2,1,4,60,25.0,0
3,3,3,3,2,2,1,3,3,3,50,75,75,50,50,75,2,1981.0,2,1,9,2,3,25,62.5,0
2,2,3,4,2,1,1,3,3,3,50,50,75,75,50,75,2,1967.0,1,2,2,4,2,60,62.5,0
3,4,3,1,3,2,1,1,2,2,25,25,75,75,75,100,2,1972.0,2,1,15,4,4,42,62.5,0
3,3,4,3,3,3,1,3,2,2,50,75,75,75,50,100,2,1964.0,2,1,1,4,4,50,70.83,1
4,4,4,2,2,3,1,2,3,3,0,0,0,0,0,0,2,1986.0,2,1,1,4,2,30,0.0,0
3,3,3,2,4,3,1,1,1,1,50,50,25,25,25,50,2,1972.0,1,1,10,4,4,60,37.5,0
3,3,3,3,4,2,2,3,2,2,25,25,25,75,25,75,2,1972.0,2,1,10,1,2,25,41.67,0
3,2,3,2,3,4,2,3,3,2,75,75,75,75,50,75,2,1958.0,1,1,10,4,6,40,70.83,1
2,3,2,2,2,2,4,2,2,2,50,25,25,50,25,25,2,1985.0,2,1,9,4,5,40,33.33,0
2,2,2,2,2,2,2,2,3,2,75,75,75,75,75,100,1,1961.0,1,1,10,4,6,50,79.17,1
3,4,2,1,3,3,2,2,2,2,50,75,75,75,75,75,1,1958.0,1,1,10,3,4,45,70.83,1
3,3,3,2,3,3,3,3,3,2,0,25,25,25,25,50,2,1983.0,2,2,10,4,3,70,25.0,0
2,3,3,1,4,4,2,1,4,1,25,25,50,50,50,50,2,1976.0,6,1,10,3,2,42,41.67,0
4,4,3,2,3,3,2,1,1,1,25,25,25,25,25,25,2,1960.0,1,1,1,1,4,0,25.0,0
3,3,3,2,1,2,1,3,3,2,25,25,50,50,50,75,2,1965.0,1,1,10,4,6,50,45.83,0
3,4,3,3,2,1,1,3,3,3,50,50,75,100,50,100,1,1964.0,1,1,10,4,6,50,70.83,1
3,3,3,3,2,1,1,3,3,2,50,50,75,75,100,100,2,1980.0,2,1,10,4,3,60,75.0,1
4,4,3,2,2,2,1,2,3,2,25,25,50,50,50,75,2,1981.0,2,1,10,3,3,50,45.83,0
4,4,4,1,4,2,2,1,2,1,25,25,25,25,25,25,1,1982.0,2,1,10,3,2,70,25.0,0
4,4,4,3,2,2,1,3,3,3,25,25,50,75,75,50,2,1981.0,2,1,10,4,4,52,50.0,0
2,3,3,3,2,2,2,3,3,2,25,75,50,50,50,100,2,1982.0,2,1,10,3,2,30,58.33,0
3,3,3,3,1,1,1,3,3,3,25,50,75,75,75,75,2,1960.0,1,1,2,2,6,40,62.5,0
3,3,3,3,4,2,2,3,2,3,75,100,100,75,75,100,2,1981.0,2,1,11,1,4,19,87.5,1
3,2,3,2,4,2,2,3,3,1,25,25,50,50,50,75,2,1984.0,2,1,10,4,2,40,45.83,0
2,2,2,3,2,2,1,3,3,3,25,50,25,50,50,75,2,1959.0,2,1,10,3,1,40,45.83,0
3,4,3,3,2,2,1,3,3,1,25,25,25,50,25,75,1,1974.0,1,1,10,3,3,40,37.5,0
